,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
41,영풍,000670,KR7000670000,0,711000,383000,547000,00001,547000,1,01,N,
42,LS네트웍스,000680,KR7000680009,0,5600,3020,4310,00001,4310,1,01,N,
43,유수홀딩스,000700,KR7000700005,0,7510,4050,5780,00001,5780,1,01,N,
44,현대건설,000720,KR7000720003,0,46050,24850,35450,00001,35450,1,01,N,
45,현대건설우,000725,KR7000721001,0,69600,37600,53600,00001,53600,1,01,N,
46,이화산업,000760,KR7000760009,0,21000,11320,16160,00001,16160,1,01,N,
47,삼성화재,000810,KR7000810002,0,323000,174000,248500,00001,248500,1,01,N,
48,삼성화재우,000815,KR7000811000,0,235500,127000,181300,00001,181300,1,01,N,
49,화천기공,000850,KR7000850008,0,44850,24150,34500,00001,34500,1,01,N,
50,강남제비스코,000860,KR7000860007,0,28750,15550,22150,00001,22150,1,01,N,
51,한화,000880,KR7000880005,0,32550,17550,25050,00001,25050,1,01,N,
52,한화우,000885,KR7000881003,0,40100,21600,30850,00001,30850,1,01,N,
53,한화3우B,00088K,KR700088K015,0,18000,9700,13850,00001,13850,1,01,N,
54,보해양조,000890,KR7000890004,0,704,380,542,00001,542,1,01,N,
55,유니온,000910,KR7000910000,0,7410,3990,5700,00001,5700,1,01,N,
56,전방,000950,KR7000950006,0,31200,16800,24000,00001,24000,1,01,N,
57,한국주철관,000970,KR7000970004,0,8820,4760,6790,00001,6790,1,01,N,
58,DB하이텍,000990,KR7000990002,0,68700,37100,52900,00001,52900,1,01,N,
59,페이퍼코리아,001020,KR7001020007,0,1170,630,900,00001,900,1,01,N,
60,CJ,001040,KR7001040005,0,104600,56400,80500,00001,80500,1,01,N,
61,CJ우,001045,KR7001041003,0,60600,32700,46650,00001,46650,1,01,N,
62,CJ4우(전환),00104K,KR700104K010,0,82500,44500,63500,00001,63500,1,01,N,
63,JW중외제약,001060,KR7001060003,0,55700,30000,42850,00001,42850,1,01,N,
64,JW중외제약우,001065,KR7001061001,0,44750,24150,34450,00001,34450,1,01,N,
65,JW중외제약2우B,001067,KR7001062009,0,83200,44800,64000,00001,64000,1,01,N,
66,대한방직,001070,KR7001070002,0,13490,7270,10380,00001,10380,1,01,N,
67,만호제강,001080,KR7001080001,0,59200,31950,45600,00001,45600,1,01,N,
68,LX인터내셔널,001120,KR7001120005,0,38700,20900,29800,00001,29800,1,01,N,
69,대한제분,001130,KR7001130004,0,164700,88700,126700,00001,126700,1,01,N,
70,국보,001140,KR7001140003,0,6050,3260,4655,00001,4655,1,01,N,
71,유진투자증권,001200,KR7001200005,0,5120,2760,3940,00001,3940,1,01,N,
72,금호전기,001210,KR7001210004,0,1106,596,851,00001,851,1,01,N,
73,동국홀딩스,001230,KR7001230002,0,15340,8260,11800,00001,11800,1,01,N,
74,GS글로벌,001250,KR7001250000,0,3285,1775,2530,00001,2530,1,01,N,
75,남광토건,001260,KR7001260009,0,11590,6250,8920,00001,8920,1,01,N,
76,부국증권,001270,KR7001270008,0,28300,15300,21800,00001,21800,1,01,N,
77,부국증권우,001275,KR7001271006,0,24850,13390,19120,00001,19120,1,01,N,
78,상상인증권,001290,KR7001290006,0,924,498,711,00001,711,1,01,N,
79,백광산업,001340,KR7001340009,0,10120,5460,7790,00001,7790,1,01,N,
80,삼성제약,001360,KR7001360007,0,3815,2055,2935,00001,2935,1,01,N,
81,SG글로벌,001380,KR7001380005,0,1981,1067,1524,00001,1524,1,01,N,
82,KG케미칼,001390,KR7001390004,0,10110,5450,7780,00001,7780,1,01,N,
83,태원물산,001420,KR7001420009,0,6720,3620,5170,00001,5170,1,01,N,
84,세아베스틸지주,001430,KR7001430008,0,29350,15850,22600,00001,22600,1,01,N,
85,대한전선,001440,KR7001440007,0,16920,9120,13020,00001,13020,1,01,N,
86,현대해상,001450,KR7001450006,0,39650,21350,30500,00001,30500,1,01,N,
87,BYC,001460,KR7001460005,0,527000,284500,406000,00001,406000,1,01,N,
88,BYC우,001465,KR7001461003,0,182000,98000,140000,00001,140000,1,01,N,
89,삼부토건,001470,KR7001470004,0,5230,2820,4025,00001,4025,1,01,N,
90,현대차증권,001500,KR7001500008,0,10970,5910,8440,00001,8440,1,01,N,
91,SK증권,001510,KR7001510007,0,830,448,639,00001,639,1,01,N,
92,SK증권우,001515,KR7001511005,0,2720,1470,2095,00001,2095,1,01,N,
93,동양,001520,KR7001520006,0,1324,714,1019,00001,1019,1,01,N,
94,동양우,001525,KR7001521004,0,6650,3590,5120,00001,5120,1,01,N,
95,동양2우B,001527,KR7001522002,0,13520,7280,10400,00001,10400,1,01,N,
96,DI동일,001530,KR7001530005,0,31350,16950,24150,00001,24150,1,01,N,
97,조비,001550,KR7001550003,0,17120,9220,13170,00001,13170,1,01,N,
98,제일연마,001560,KR7001560002,0,11020,5940,8480,00001,8480,1,01,N,
99,금양,001570,KR7001570001,0,172700,93100,132900,00001,132900,1,01,N,
100,케이비아이동국실업,001620,KR7001620004,0,773,417,595,00001,595,1,01,N,
101,종근당홀딩스,001630,KR7001630003,0,66300,35700,51000,00001,51000,1,01,N,
102,대상,001680,KR7001680008,0,22850,12320,17600,00001,17600,1,01,N,
103,대상우,001685,KR7001681006,0,17380,9360,13370,00001,13370,1,01,N,
104,신영증권,001720,KR7001720002,0,72500,39100,55800,00001,55800,1,01,N,
105,신영증권우,001725,KR7001721000,0,71300,38500,54900,00001,54900,1,01,N,
106,SK네트웍스,001740,KR7001740000,0,9030,4870,6950,00001,6950,1,01,N,
107,한양증권,001750,KR7001750009,0,12090,6510,9300,00001,9300,1,01,N,
108,한양증권우,001755,KR7001751007,0,15860,8540,12200,00001,12200,1,01,N,
109,SHD,001770,KR7001770007,0,30150,16250,23200,00001,23200,1,01,N,
110,알루코,001780,KR7001780006,0,4650,2510,3580,00001,3580,1,01,N,
111,대한제당,001790,KR7001790005,0,4495,2425,3460,00001,3460,1,01,N,
112,대한제당우,001795,KR7001791003,0,3695,1995,2845,00001,2845,1,01,N,
113,오리온홀딩스,001800,KR7001800002,0,19480,10500,14990,00001,14990,1,01,N,
114,삼화콘덴서,001820,KR7001820000,0,51600,27850,39750,00001,39750,1,01,N,
115,DL건설,001880,KR7001880004,0,15650,8430,12040,00001,12040,1,01,N,
116,KISCO홀딩스,001940,KR7001940006,0,23600,12720,18160,00001,18160,1,01,N,
117,코오롱,002020,KR7002020006,0,23700,12780,18250,00001,18250,1,01,N,
118,코오롱우,002025,KR7002021004,0,18250,9830,14040,00001,14040,1,01,N,
119,아세아,002030,KR7002030005,0,219000,118100,168600,00001,168600,1,01,N,
120,비비안,002070,KR7002070001,0,1764,950,1357,00001,1357,1,01,N,
121,경농,002100,KR7002100006,0,12800,6900,9850,00001,9850,1,01,N,
122,고려산업,002140,KR7002140002,0,4665,2515,3590,00001,3590,1,01,N,
123,도화엔지니어링,002150,KR7002150001,0,10980,5920,8450,00001,8450,1,01,N,
124,삼양통상,002170,KR7002170009,0,64700,34900,49800,00001,49800,1,01,N,
125,한국수출포장,002200,KR7002200004,0,3975,2145,3060,00001,3060,1,01,N,
126,동성제약,002210,KR7002210003,0,7540,4060,5800,00001,5800,1,01,N,
127,한일철강,002220,KR7002220002,0,3930,2120,3025,00001,3025,1,01,N,
128,고려제강,002240,KR7002240000,0,27550,14850,21200,00001,21200,1,01,N,
129,아세아제지,002310,KR7002310001,0,49100,26500,37800,00001,37800,1,01,N,
130,한진,002320,KR7002320000,0,27300,14700,21000,00001,21000,1,01,N,
131,넥센타이어,002350,KR7002350007,0,10210,5510,7860,00001,7860,1,01,N,
132,넥센타이어1우B,002355,KR7002351005,0,3815,2055,2935,00001,2935,1,01,N,
133,SH에너지화학,002360,KR7002360006,0,886,478,682,00001,682,1,01,N,
134,KCC,002380,KR7002380004,0,287500,155500,221500,00001,221500,1,01,N,
135,한독,002390,KR7002390003,0,16960,9140,13050,00001,13050,1,01,N,
136,범양건영,002410,KR7002410009,0,3370,1820,2595,00001,2595,1,01,N,
137,세기상사,002420,KR7002420008,0,9330,5030,7180,00001,7180,1,01,N,
138,삼익악기,002450,KR7002450005,0,1475,795,1135,00001,1135,1,01,N,
139,화성산업,002460,KR7002460004,0,13520,7280,10400,00001,10400,1,01,N,
140,조흥,002600,KR7002600005,0,241000,129900,185500,00001,185500,1,01,N,
141,제일파마홀딩스,002620,KR7002620003,0,14430,7770,11100,00001,11100,1,01,N,
142,오리엔트바이오,002630,KR7002630002,0,838,452,645,00001,645,1,01,N,
143,동일제강,002690,KR7002690006,0,2495,1344,1920,00001,1920,1,01,N,
144,신일전자,002700,KR7002700003,0,2265,1223,1746,00001,1746,1,01,N,
145,TCC스틸,002710,KR7002710002,0,71200,38400,54800,00001,54800,1,01,N,
146,국제약품,002720,KR7002720001,0,5290,2850,4070,00001,4070,1,01,N,
147,보락,002760,KR7002760007,0,1913,1031,1472,00001,1472,1,01,N,
148,진흥기업,002780,KR7002780005,0,1545,833,1189,00001,1189,1,01,N,
149,진흥기업우B,002785,KR7002781003,0,5340,2880,4110,00001,4110,1,01,N,
150,진흥기업2우B,002787,KR7002782001,0,14360,7740,11050,00001,11050,1,01,N,
151,아모레G,002790,KR7002790004,0,43150,23250,33200,00001,33200,1,01,N,
152,아모레G우,002795,KR7002791002,0,14200,7660,10930,00001,10930,1,01,N,
153,아모레G3우(전환),00279K,KR700279K010,0,29400,15900,22650,00001,22650,1,01,N,
154,삼영무역,002810,KR7002810000,0,15960,8600,12280,00001,12280,1,01,N,
155,SUN&L,002820,KR7002820009,0,3390,1830,2610,00001,2610,1,01,N,
156,미원상사,002840,KR7002840007,0,209000,112700,161000,00001,161000,1,01,N,
157,신풍,002870,KR7002870004,0,1129,609,869,00001,869,1,01,N,
158,대유에이텍,002880,KR7002880003,0,689,371,530,00001,530,1,01,N,
159,TYM,002900,KR7002900009,0,8000,4320,6160,00001,6160,1,01,N,
160,유성기업,002920,KR7002920007,0,3870,2090,2980,00001,2980,1,01,N,
161,한국쉘석유,002960,KR7002960003,0,302000,163000,232500,00001,232500,1,01,N,
162,금호건설,002990,KR7002990000,0,6770,3650,5210,00001,5210,1,01,N,
163,금호건설우,002995,KR7002991008,0,20450,11030,15750,00001,15750,1,01,N,
164,부광약품,003000,KR7003000007,0,8930,4810,6870,00001,6870,1,01,N,
165,혜인,003010,KR7003010006,0,7680,4140,5910,00001,5910,1,01,N,
166,세아제강지주,003030,KR7003030004,0,252500,136100,194400,00001,194400,1,01,N,
167,에이프로젠바이오로직,003060,KR7003060001,0,582,314,448,00001,448,1,01,N,
168,코오롱글로벌,003070,KR7003070000,0,16380,8820,12600,00001,12600,1,01,N,
169,코오롱글로벌우,003075,KR7003071008,0,26800,14500,20650,00001,20650,1,01,N,
170,성보화학,003080,KR7003080009,0,3800,2050,2925,00001,2925,1,01,N,
171,대웅,003090,KR7003090008,0,17120,9220,13170,00001,13170,1,01,N,
172,일성신약,003120,KR7003120003,0,27750,14950,21350,00001,21350,1,01,N,
173,디아이,003160,KR7003160009,0,9840,5300,7570,00001,7570,1,01,N,
174,일신방직,003200,KR7003200003,0,12180,6560,9370,00001,9370,1,01,N,
175,대원제약,003220,KR7003220001,0,22900,12340,17620,00001,17620,1,01,N,
176,삼양식품,003230,KR7003230000,0,248500,134100,191500,00001,191500,1,01,N,
177,태광산업,003240,KR7003240009,0,757000,409000,583000,00001,583000,1,01,N,
178,흥아해운,003280,KR7003280005,0,2295,1237,1766,00001,1766,1,01,N,
179,한일홀딩스,003300,KR7003300001,0,14450,7790,11120,00001,11120,1,01,N,
180,한국화장품제조,003350,KR7003350006,0,39750,21450,30600,00001,30600,1,01,N,
181,쌍용C&E,003410,KR7003410008,0,7120,3840,5480,00001,5480,1,01,N,
182,유화증권,003460,KR7003460003,0,2930,1580,2255,00001,2255,1,01,N,
183,유화증권우,003465,KR7003461001,0,3035,1635,2335,00001,2335,1,01,N,
184,유안타증권,003470,KR7003470002,0,3305,1785,2545,00001,2545,1,01,N,
185,유안타증권우,003475,KR7003471000,0,3295,1775,2535,00001,2535,1,01,N,
186,한진중공업홀딩스,003480,KR7003480001,0,4410,2380,3395,00001,3395,1,01,N,
187,대한항공,003490,KR7003490000,0,29100,15700,22400,00001,22400,1,01,N,
188,대한항공우,003495,KR7003491008,0,33950,18350,26150,00001,26150,1,01,N,
189,영진약품,003520,KR7003520004,0,3305,1785,2545,00001,2545,1,01,N,
190,한화투자증권,003530,KR7003530003,0,3210,1730,2470,00001,2470,1,01,N,
191,한화투자증권우,003535,KR7003531001,0,5430,2930,4180,00001,4180,1,01,N,
192,대신증권,003540,KR7003540002,0,18470,9950,14210,00001,14210,1,01,N,
193,대신증권우,003545,KR7003541000,0,17550,9450,13500,00001,13500,1,01,N,
194,대신증권2우B,003547,KR7003542008,0,16610,8950,12780,00001,12780,1,01,N,
195,LG,003550,KR7003550001,0,109500,59100,84300,00001,84300,1,01,N,
196,LG우,003555,KR7003551009,0,80700,43500,62100,00001,62100,1,01,N,
197,IHQ,003560,KR7003560000,0,310,168,239,00001,239,1,01,N,
198,SNT다이내믹스,003570,KR7003570009,0,14700,7920,11310,00001,11310,1,01,N,
199,HLB글로벌,003580,KR7003580008,0,5100,2750,3925,00001,3925,1,01,N,
200,방림,003610,KR7003610003,0,2710,1460,2085,00001,2085,1,01,N,
201,KG모빌리티,003620,KR7003620002,0,11840,6380,9110,00001,9110,1,01,N,
202,미창석유,003650,KR7003650009,0,92300,49700,71000,00001,71000,1,01,N,
203,포스코퓨처엠,003670,KR7003670007,0,569000,307000,438000,00001,438000,1,01,N,
204,한성기업,003680,KR7003680006,0,6790,3670,5230,00001,5230,1,01,N,
205,코리안리,003690,KR7003690005,0,10300,5560,7930,00001,7930,1,01,N,
206,삼영,003720,KR7003720000,0,6640,3580,5110,00001,5110,1,01,N,
207,진양산업,003780,KR7003780004,0,8450,4550,6500,00001,6500,1,01,N,
208,대한화섬,003830,KR7003830007,0,135400,73000,104200,00001,104200,1,01,N,
209,보령,003850,KR7003850005,0,12450,6710,9580,00001,9580,1,01,N,
210,남양유업,003920,KR7003920006,0,612000,330000,471000,00001,471000,1,01,N,
211,남양유업우,003925,KR7003921004,0,317500,171500,244500,00001,244500,1,01,N,
212,사조대림,003960,KR7003960002,0,36100,19500,27800,00001,27800,1,01,N,
213,롯데정밀화학,004000,KR7004000006,0,78900,42500,60700,00001,60700,1,01,N,
214,현대제철,004020,KR7004020004,0,50800,27450,39150,00001,39150,1,01,N,
215,SG세계물산,004060,KR7004060000,0,624,336,480,00001,480,1,01,N,
216,신흥,004080,KR7004080008,0,18230,9830,14030,00001,14030,1,01,N,
217,한국석유,004090,KR7004090007,0,13540,7300,10420,00001,10420,1,01,N,
218,태양금속,004100,KR7004100004,0,5360,2895,4130,00001,4130,1,01,N,
219,태양금속우,004105,KR7004101002,0,8450,4550,6500,00001,6500,1,01,N,
220,동방,004140,KR7004140000,0,2635,1425,2030,00001,2030,1,01,N,
221,한솔홀딩스,004150,KR7004150009,0,3675,1985,2830,00001,2830,1,01,N,
222,신세계,004170,KR7004170007,0,271500,146500,209000,00001,209000,1,01,N,
223,NPC,004250,KR7004250007,0,7630,4110,5870,00001,5870,1,01,N,
224,NPC우,004255,KR7004251005,0,3780,2040,2910,00001,2910,1,01,N,
225,남성,004270,KR7004270005,0,2970,1600,2285,00001,2285,1,01,N,
226,현대약품,004310,KR7004310009,0,5200,2800,4000,00001,4000,1,01,N,
227,세방,004360,KR7004360004,0,15580,8400,11990,00001,11990,1,01,N,
228,세방우,004365,KR7004361002,0,8860,4780,6820,00001,6820,1,01,N,
229,농심,004370,KR7004370003,0,581000,313000,447000,00001,447000,1,01,N,
230,삼익THK,004380,KR7004380002,0,17040,9180,13110,00001,13110,1,01,N,
231,서울식품,004410,KR7004410007,0,256,138,197,00001,197,1,01,N,
232,서울식품우,004415,KR7004411005,0,2325,1253,1790,00001,1790,1,01,N,
233,송원산업,004430,KR7004430005,0,23950,12920,18450,00001,18450,1,01,N,
234,삼일씨엔에스,004440,KR7004440004,0,5680,3065,4375,00001,4375,1,01,N,
235,삼화왕관,004450,KR7004450003,0,43050,23250,33150,00001,33150,1,01,N,
236,세방전지,004490,KR7004490009,0,79900,43100,61500,00001,61500,1,01,N,
237,깨끗한나라,004540,KR7004540001,0,2875,1555,2215,00001,2215,1,01,N,
238,깨끗한나라우,004545,KR7004541009,0,18720,10080,14400,00001,14400,1,01,N,
239,현대비앤지스틸,004560,KR7004560009,0,17140,9240,13190,00001,13190,1,01,N,
240,삼천리,004690,KR7004690004,0,137100,73900,105500,00001,105500,1,01,N,
241,조광피혁,004700,KR7004700001,0,66500,35900,51200,00001,51200,1,01,N,
242,한솔테크닉스,004710,KR7004710000,0,8330,4490,6410,00001,6410,1,01,N,
243,팜젠사이언스,004720,KR7004720009,0,8580,4620,6600,00001,6600,1,01,N,
244,써니전자,004770,KR7004770004,0,3195,1725,2460,00001,2460,1,01,N,
245,효성,004800,KR7004800009,0,81700,44100,62900,00001,62900,1,01,N,
246,덕성,004830,KR7004830006,0,9810,5290,7550,00001,7550,1,01,N,
247,덕성우,004835,KR7004831004,0,8850,4770,6810,00001,6810,1,01,N,
248,DRB동일,004840,KR7004840005,0,6940,3740,5340,00001,5340,1,01,N,
249,티웨이홀딩스,004870,KR7004870002,0,703,379,541,00001,541,1,01,N,
250,동일산업,004890,KR7004890000,0,73300,39500,56400,00001,56400,1,01,N,
251,조광페인트,004910,KR7004910006,0,8680,4680,6680,00001,6680,1,01,N,
252,씨아이테크,004920,KR7004920005,0,2950,1590,2270,00001,2270,1,01,N,
253,한신공영,004960,KR7004960001,0,9430,5090,7260,00001,7260,1,01,N,
254,신라교역,004970,KR7004970000,0,11140,6000,8570,00001,8570,1,01,N,
255,성신양회,004980,KR7004980009,0,11700,6300,9000,00001,9000,1,01,N,
256,성신양회우,004985,KR7004981007,0,16140,8700,12420,00001,12420,1,01,N,
257,롯데지주,004990,KR7004990008,0,32100,17300,24700,00001,24700,1,01,N,
258,롯데지주우,00499K,KR700499K014,0,46250,24950,35600,00001,35600,1,01,N,
259,휴스틸,005010,KR7005010004,0,6360,3430,4895,00001,4895,1,01,N,
260,부산주공,005030,KR7005030002,0,631,341,486,00001,486,1,01,N,
261,코스모신소재,005070,KR7005070008,0,208000,112200,160200,00001,160200,1,01,N,
262,SGC에너지,005090,KR7005090006,0,32800,17700,25250,00001,25250,1,01,N,
263,한창,005110,KR7005110002,0,439,237,338,00001,338,1,01,N,
264,빙그레,005180,KR7005180005,0,68200,36800,52500,00001,52500,1,01,N,
265,녹십자홀딩스,005250,KR7005250006,0,17640,9500,13570,00001,13570,1,01,N,
266,녹십자홀딩스2우,005257,KR7005252002,0,39350,21250,30300,00001,30300,1,01,N,
267,롯데칠성,005300,KR7005300009,0,166700,89900,128300,00001,128300,1,01,N,
268,롯데칠성우,005305,KR7005301007,0,85800,46200,66000,00001,66000,1,01,N,
269,국동,005320,KR7005320007,0,1119,603,861,00001,861,1,01,N,
270,모나미,005360,KR7005360003,0,4650,2510,3580,00001,3580,1,01,N,
271,현대차,005380,KR7005380001,0,242500,130700,186700,00001,186700,1,01,N,
272,현대차우,005385,KR7005381009,0,130700,70500,100600,00001,100600,1,01,N,
273,현대차2우B,005387,KR7005382007,0,132200,71200,101700,00001,101700,1,01,N,
274,현대차3우B,005389,KR7005383005,0,130000,70000,100000,00001,100000,1,01,N,
275,신성통상,005390,KR7005390000,0,2445,1318,1882,00001,1882,1,01,N,
276,코스모화학,005420,KR7005420005,0,56500,30450,43500,00001,43500,1,01,N,
277,한국공항,005430,KR7005430004,0,52400,28250,40350,00001,40350,1,01,N,
278,현대지에프홀딩스,005440,KR7005440003,0,4800,2590,3695,00001,3695,1,01,N,
279,POSCO홀딩스,005490,KR7005490008,0,754000,406000,580000,00001,580000,1,01,N,
280,삼진제약,005500,KR7005500004,0,29350,15850,22600,00001,22600,1,01,N,
281,SPC삼립,005610,KR7005610001,0,87100,46900,67000,00001,67000,1,01,N,
282,삼영전자,005680,KR7005680004,0,11140,6000,8570,00001,8570,1,01,N,
283,파미셀,005690,KR7005690003,0,10010,5390,7700,00001,7700,1,01,N,
284,넥센,005720,KR7005720008,0,5530,2980,4255,00001,4255,1,01,N,
285,넥센우,005725,KR7005721006,0,3825,2065,2945,00001,2945,1,01,N,
286,크라운해태홀딩스,005740,KR7005740006,0,7940,4280,6110,00001,6110,1,01,N,
287,크라운해태홀딩스우,005745,KR7005741004,0,14560,7840,11200,00001,11200,1,01,N,
288,대림B&Co,005750,KR7005750005,0,4965,2675,3820,00001,3820,1,01,N,
289,신영와코루,005800,KR7005800008,0,11990,6470,9230,00001,9230,1,01,N,
290,풍산홀딩스,005810,KR7005810007,0,45500,24500,35000,00001,35000,1,01,N,
291,원림,005820,KR7005820006,0,27750,14950,21350,00001,21350,1,01,N,
292,DB손해보험,005830,KR7005830005,0,107500,57900,82700,00001,82700,1,01,N,
293,에스엘,005850,KR7005850003,0,47500,25600,36550,00001,36550,1,01,N,
294,휴니드,005870,KR7005870001,0,7000,3780,5390,00001,5390,1,01,N,
295,대한해운,005880,KR7005880000,0,2315,1249,1784,00001,1784,1,01,N,
296,삼성전자,005930,KR7005930003,0,91000,49000,70000,00001,70000,1,01,N,
297,삼성전자우,005935,KR7005931001,0,74400,40200,57300,00001,57300,1,01,N,
298,NH투자증권,005940,KR7005940002,0,13410,7230,10320,00001,10320,1,01,N,
299,NH투자증권우,005945,KR7005941000,0,12570,6770,9670,00001,9670,1,01,N,
300,이수화학,005950,KR7005950001,0,24300,13090,18700,00001,18700,1,01,N,
301,동부건설,005960,KR7005960000,0,8260,4460,6360,00001,6360,1,01,N,
302,동부건설우,005965,KR7005961008,0,35650,19250,27450,00001,27450,1,01,N,
303,동원산업,006040,KR7006040000,0,44300,23900,34100,00001,34100,1,01,N,
304,화승인더,006060,KR7006060008,0,4575,2465,3520,00001,3520,1,01,N,
305,사조오양,006090,KR7006090005,0,10970,5910,8440,00001,8440,1,01,N,
306,삼아알미늄,006110,KR7006110001,0,134000,72200,103100,00001,103100,1,01,N,
307,SK디스커버리,006120,KR7006120000,0,52000,28050,40050,00001,40050,1,01,N,
308,SK디스커버리우,006125,KR7006121008,0,39150,21150,30150,00001,30150,1,01,N,
309,한국전자홀딩스,006200,KR7006200000,0,1342,724,1033,00001,1033,1,01,N,
310,제주은행,006220,KR7006220008,0,11400,6140,8770,00001,8770,1,01,N,
311,LS,006260,KR7006260004,0,128000,69000,98500,00001,98500,1,01,N,
312,녹십자,006280,KR7006280002,0,144400,77800,111100,00001,111100,1,01,N,
313,대원전선,006340,KR7006340004,0,1465,789,1127,00001,1127,1,01,N,
314,대원전선우,006345,KR7006341002,0,2930,1580,2255,00001,2255,1,01,N,
315,GS건설,006360,KR7006360002,0,18730,10090,14410,00001,14410,1,01,N,
316,대구백화점,006370,KR7006370001,0,16870,9090,12980,00001,12980,1,01,N,
317,카프로,006380,KR7006380000,0,1315,709,1012,00001,1012,1,01,N,
318,한일현대시멘트,006390,KR7006390009,0,21750,11740,16760,00001,16760,1,01,N,
319,삼성SDI,006400,KR7006400006,0,783000,423000,603000,00001,603000,1,01,N,
320,삼성SDI우,006405,KR7006401004,0,378000,204000,291000,00001,291000,1,01,N,
321,인스코비,006490,KR7006490007,0,1586,854,1220,00001,1220,1,01,N,
322,대림통상,006570,KR7006570006,0,4645,2505,3575,00001,3575,1,01,N,
323,대한유화,006650,KR7006650006,0,182000,98000,140000,00001,140000,1,01,N,
324,삼성공조,006660,KR7006660005,0,12580,6780,9680,00001,9680,1,01,N,
325,영풍제지,006740,KR7006740005,0,63100,34050,48600,00001,48600,1,01,N,
326,미래에셋증권,006800,KR7006800007,0,8810,4750,6780,00001,6780,1,01,N,
327,미래에셋증권우,006805,KR7006801005,0,4735,2555,3645,00001,3645,1,01,N,
328,미래에셋증권2우B,00680K,KR700680K019,0,4600,2480,3540,00001,3540,1,01,N,
