,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
41,영풍,000670,KR7000670000,0,696000,376000,536000,00001,536000,1,01,N,
42,LS네트웍스,000680,KR7000680009,0,5420,2920,4170,00001,4170,1,01,N,
43,유수홀딩스,000700,KR7000700005,0,7460,4020,5740,00001,5740,1,01,N,
44,현대건설,000720,KR7000720003,0,45850,24750,35300,00001,35300,1,01,N,
45,현대건설우,000725,KR7000721001,0,68700,37100,52900,00001,52900,1,01,N,
46,이화산업,000760,KR7000760009,0,20400,11010,15720,00001,15720,1,01,N,
47,삼성화재,000810,KR7000810002,0,325500,175500,250500,00001,250500,1,01,N,
48,삼성화재우,000815,KR7000811000,0,235500,127000,181400,00001,181400,1,01,N,
49,화천기공,000850,KR7000850008,0,44650,24050,34350,00001,34350,1,01,N,
50,강남제비스코,000860,KR7000860007,0,28500,15400,21950,00001,21950,1,01,N,
51,한화,000880,KR7000880005,0,32200,17400,24800,00001,24800,1,01,N,
52,한화우,000885,KR7000881003,0,39100,21100,30100,00001,30100,1,01,N,
53,한화3우B,00088K,KR700088K015,0,17950,9670,13810,00001,13810,1,01,N,
54,보해양조,000890,KR7000890004,0,700,378,539,00001,539,1,01,N,
55,유니온,000910,KR7000910000,0,7340,3960,5650,00001,5650,1,01,N,
56,전방,000950,KR7000950006,0,30850,16650,23750,00001,23750,1,01,N,
57,한국주철관,000970,KR7000970004,0,8730,4710,6720,00001,6720,1,01,N,
58,DB하이텍,000990,KR7000990002,0,68500,36900,52700,00001,52700,1,01,N,
59,페이퍼코리아,001020,KR7001020007,0,1158,624,891,00001,891,1,01,N,
60,CJ,001040,KR7001040005,0,102300,55100,78700,00001,78700,1,01,N,
61,CJ우,001045,KR7001041003,0,59600,32100,45850,00001,45850,1,01,N,
62,CJ4우(전환),00104K,KR700104K010,0,79500,42900,61200,00001,61200,1,01,N,
63,JW중외제약,001060,KR7001060003,0,54900,29600,42250,00001,42250,1,01,N,
64,JW중외제약우,001065,KR7001061001,0,43800,23600,33700,00001,33700,1,01,N,
65,JW중외제약2우B,001067,KR7001062009,0,82500,44500,63500,00001,63500,1,01,N,
66,대한방직,001070,KR7001070002,0,13480,7260,10370,00001,10370,1,01,N,
67,만호제강,001080,KR7001080001,0,59100,31850,45500,00001,45500,1,01,N,
68,LX인터내셔널,001120,KR7001120005,0,38400,20700,29550,00001,29550,1,01,N,
69,대한제분,001130,KR7001130004,0,164800,88800,126800,00001,126800,1,01,N,
70,국보,001140,KR7001140003,0,5800,3130,4465,00001,4465,1,01,N,
71,유진투자증권,001200,KR7001200005,0,4965,2675,3820,00001,3820,1,01,N,
72,금호전기,001210,KR7001210004,0,1097,591,844,00001,844,1,01,N,
73,동국홀딩스,001230,KR7001230002,0,14950,8050,11500,00001,11500,1,01,N,
74,GS글로벌,001250,KR7001250000,0,3210,1730,2470,00001,2470,1,01,N,
75,남광토건,001260,KR7001260009,0,11530,6210,8870,00001,8870,1,01,N,
76,부국증권,001270,KR7001270008,0,28500,15400,21950,00001,21950,1,01,N,
77,부국증권우,001275,KR7001271006,0,24800,13370,19090,00001,19090,1,01,N,
78,상상인증권,001290,KR7001290006,0,921,497,709,00001,709,1,01,N,
79,백광산업,001340,KR7001340009,0,10120,5460,7790,00001,7790,1,01,N,
80,삼성제약,001360,KR7001360007,0,3775,2035,2905,00001,2905,1,01,N,
81,SG글로벌,001380,KR7001380005,0,1964,1058,1511,00001,1511,1,01,N,
82,KG케미칼,001390,KR7001390004,0,9500,5120,7310,00001,7310,1,01,N,
83,태원물산,001420,KR7001420009,0,6730,3630,5180,00001,5180,1,01,N,
84,세아베스틸지주,001430,KR7001430008,0,29600,16000,22800,00001,22800,1,01,N,
85,대한전선,001440,KR7001440007,0,16830,9070,12950,00001,12950,1,01,N,
86,현대해상,001450,KR7001450006,0,39900,21500,30700,00001,30700,1,01,N,
87,BYC,001460,KR7001460005,0,526000,283500,405000,00001,405000,1,01,N,
88,BYC우,001465,KR7001461003,0,182500,98300,140400,00001,140400,1,01,N,
89,삼부토건,001470,KR7001470004,0,4875,2625,3750,00001,3750,1,01,N,
90,현대차증권,001500,KR7001500008,0,10970,5910,8440,00001,8440,1,01,N,
91,SK증권,001510,KR7001510007,0,822,444,633,00001,633,1,01,N,
92,SK증권우,001515,KR7001511005,0,2645,1425,2035,00001,2035,1,01,N,
93,동양,001520,KR7001520006,0,1319,711,1015,00001,1015,1,01,N,
94,동양우,001525,KR7001521004,0,5860,3165,4515,00001,4515,1,01,N,
95,동양2우B,001527,KR7001522002,0,14260,7680,10970,00001,10970,1,01,N,
96,DI동일,001530,KR7001530005,0,30400,16400,23400,00001,23400,1,01,N,
97,조비,001550,KR7001550003,0,17100,9220,13160,00001,13160,1,01,N,
98,제일연마,001560,KR7001560002,0,10630,5730,8180,00001,8180,1,01,N,
99,금양,001570,KR7001570001,0,169100,91100,130100,00001,130100,1,01,N,
100,케이비아이동국실업,001620,KR7001620004,0,793,427,610,00001,610,1,01,N,
101,종근당홀딩스,001630,KR7001630003,0,65300,35300,50300,00001,50300,1,01,N,
102,대상,001680,KR7001680008,0,22950,12370,17670,00001,17670,1,01,N,
103,대상우,001685,KR7001681006,0,17390,9370,13380,00001,13380,1,01,N,
104,신영증권,001720,KR7001720002,0,72400,39000,55700,00001,55700,1,01,N,
105,신영증권우,001725,KR7001721000,0,71500,38500,55000,00001,55000,1,01,N,
106,SK네트웍스,001740,KR7001740000,0,8680,4680,6680,00001,6680,1,01,N,
107,한양증권,001750,KR7001750009,0,12030,6490,9260,00001,9260,1,01,N,
108,한양증권우,001755,KR7001751007,0,15540,8380,11960,00001,11960,1,01,N,
109,SHD,001770,KR7001770007,0,29950,16150,23050,00001,23050,1,01,N,
110,알루코,001780,KR7001780006,0,4470,2410,3440,00001,3440,1,01,N,
111,대한제당,001790,KR7001790005,0,4120,2220,3170,00001,3170,1,01,N,
112,대한제당우,001795,KR7001791003,0,3475,1875,2675,00001,2675,1,01,N,
113,오리온홀딩스,001800,KR7001800002,0,19500,10500,15000,00001,15000,1,01,N,
114,삼화콘덴서,001820,KR7001820000,0,51200,27650,39450,00001,39450,1,01,N,
115,DL건설,001880,KR7001880004,0,15570,8390,11980,00001,11980,1,01,N,
116,KISCO홀딩스,001940,KR7001940006,0,23550,12690,18120,00001,18120,1,01,N,
117,코오롱,002020,KR7002020006,0,23250,12540,17910,00001,17910,1,01,N,
118,코오롱우,002025,KR7002021004,0,18300,9860,14080,00001,14080,1,01,N,
119,아세아,002030,KR7002030005,0,214000,115300,164700,00001,164700,1,01,N,
120,비비안,002070,KR7002070001,0,1736,936,1336,00001,1336,1,01,N,
121,경농,002100,KR7002100006,0,12640,6820,9730,00001,9730,1,01,N,
122,고려산업,002140,KR7002140002,0,4605,2485,3545,00001,3545,1,01,N,
123,도화엔지니어링,002150,KR7002150001,0,10790,5810,8300,00001,8300,1,01,N,
124,삼양통상,002170,KR7002170009,0,64200,34600,49400,00001,49400,1,01,N,
125,한국수출포장,002200,KR7002200004,0,3930,2120,3025,00001,3025,1,01,N,
126,동성제약,002210,KR7002210003,0,7540,4060,5800,00001,5800,1,01,N,
127,한일철강,002220,KR7002220002,0,3905,2105,3005,00001,3005,1,01,N,
128,고려제강,002240,KR7002240000,0,26900,14500,20700,00001,20700,1,01,N,
129,아세아제지,002310,KR7002310001,0,47700,25700,36700,00001,36700,1,01,N,
130,한진,002320,KR7002320000,0,27100,14600,20850,00001,20850,1,01,N,
131,넥센타이어,002350,KR7002350007,0,10120,5460,7790,00001,7790,1,01,N,
132,넥센타이어1우B,002355,KR7002351005,0,3795,2045,2920,00001,2920,1,01,N,
133,SH에너지화학,002360,KR7002360006,0,906,488,697,00001,697,1,01,N,
134,KCC,002380,KR7002380004,0,287000,155000,221000,00001,221000,1,01,N,
135,한독,002390,KR7002390003,0,16770,9030,12900,00001,12900,1,01,N,
136,범양건영,002410,KR7002410009,0,3265,1765,2515,00001,2515,1,01,N,
137,세기상사,002420,KR7002420008,0,8930,4810,6870,00001,6870,1,01,N,
138,삼익악기,002450,KR7002450005,0,1466,790,1128,00001,1128,1,01,N,
139,화성산업,002460,KR7002460004,0,13410,7230,10320,00001,10320,1,01,N,
140,조흥,002600,KR7002600005,0,241000,129900,185500,00001,185500,1,01,N,
141,제일파마홀딩스,002620,KR7002620003,0,14400,7760,11080,00001,11080,1,01,N,
142,오리엔트바이오,002630,KR7002630002,0,852,460,656,00001,656,1,01,N,
143,동일제강,002690,KR7002690006,0,2470,1330,1900,00001,1900,1,01,N,
144,신일전자,002700,KR7002700003,0,2255,1216,1736,00001,1736,1,01,N,
145,TCC스틸,002710,KR7002710002,0,67700,36500,52100,00001,52100,1,01,N,
146,국제약품,002720,KR7002720001,0,5190,2800,3995,00001,3995,1,01,N,
147,보락,002760,KR7002760007,0,1901,1025,1463,00001,1463,1,01,N,
148,진흥기업,002780,KR7002780005,0,1511,815,1163,00001,1163,1,01,N,
149,진흥기업우B,002785,KR7002781003,0,5420,2920,4170,00001,4170,1,01,N,
150,진흥기업2우B,002787,KR7002782001,0,14330,7730,11030,00001,11030,1,01,N,
151,아모레G,002790,KR7002790004,0,42550,22950,32750,00001,32750,1,01,N,
152,아모레G우,002795,KR7002791002,0,14070,7590,10830,00001,10830,1,01,N,
153,아모레G3우(전환),00279K,KR700279K010,0,28700,15500,22100,00001,22100,1,01,N,
154,삼영무역,002810,KR7002810000,0,15790,8510,12150,00001,12150,1,01,N,
155,SUN&L,002820,KR7002820009,0,3495,1885,2690,00001,2690,1,01,N,
156,미원상사,002840,KR7002840007,0,208000,112000,160000,00001,160000,1,01,N,
157,신풍,002870,KR7002870004,0,1108,598,853,00001,853,1,01,N,
158,대유에이텍,002880,KR7002880003,0,673,363,518,00001,518,1,01,N,
159,TYM,002900,KR7002900009,0,8190,4410,6300,00001,6300,1,01,N,
160,유성기업,002920,KR7002920007,0,3835,2065,2950,00001,2950,1,01,N,
161,한국쉘석유,002960,KR7002960003,0,302000,163000,232500,00001,232500,1,01,N,
162,금호건설,002990,KR7002990000,0,6690,3610,5150,00001,5150,1,01,N,
163,금호건설우,002995,KR7002991008,0,20000,10780,15400,00001,15400,1,01,N,
164,부광약품,003000,KR7003000007,0,8720,4700,6710,00001,6710,1,01,N,
165,혜인,003010,KR7003010006,0,7420,4000,5710,00001,5710,1,01,N,
166,세아제강지주,003030,KR7003030004,0,250000,134900,192600,00001,192600,1,01,N,
167,에이프로젠바이오로직,003060,KR7003060001,0,560,302,431,00001,431,1,01,N,
168,코오롱글로벌,003070,KR7003070000,0,15760,8500,12130,00001,12130,1,01,N,
169,코오롱글로벌우,003075,KR7003071008,0,25400,13680,19540,00001,19540,1,01,N,
170,성보화학,003080,KR7003080009,0,3710,2000,2855,00001,2855,1,01,N,
171,대웅,003090,KR7003090008,0,17170,9250,13210,00001,13210,1,01,N,
172,일성신약,003120,KR7003120003,0,27950,15050,21500,00001,21500,1,01,N,
173,디아이,003160,KR7003160009,0,9860,5320,7590,00001,7590,1,01,N,
174,일신방직,003200,KR7003200003,0,11850,6390,9120,00001,9120,1,01,N,
175,대원제약,003220,KR7003220001,0,23000,12390,17700,00001,17700,1,01,N,
176,삼양식품,003230,KR7003230000,0,249500,134600,192200,00001,192200,1,01,N,
177,태광산업,003240,KR7003240009,0,751000,405000,578000,00001,578000,1,01,N,
178,흥아해운,003280,KR7003280005,0,2255,1215,1735,00001,1735,1,01,N,
179,한일홀딩스,003300,KR7003300001,0,14300,7700,11000,00001,11000,1,01,N,
180,한국화장품제조,003350,KR7003350006,0,36700,19800,28250,00001,28250,1,01,N,
181,쌍용C&E,003410,KR7003410008,0,7150,3850,5500,00001,5500,1,01,N,
182,유화증권,003460,KR7003460003,0,2925,1575,2250,00001,2250,1,01,N,
183,유화증권우,003465,KR7003461001,0,3120,1680,2400,00001,2400,1,01,N,
184,유안타증권,003470,KR7003470002,0,3295,1775,2535,00001,2535,1,01,N,
185,유안타증권우,003475,KR7003471000,0,3280,1770,2525,00001,2525,1,01,N,
186,한진중공업홀딩스,003480,KR7003480001,0,4410,2380,3395,00001,3395,1,01,N,
187,대한항공,003490,KR7003490000,0,29250,15750,22500,00001,22500,1,01,N,
188,대한항공우,003495,KR7003491008,0,33800,18200,26000,00001,26000,1,01,N,
189,영진약품,003520,KR7003520004,0,3235,1745,2490,00001,2490,1,01,N,
190,한화투자증권,003530,KR7003530003,0,3170,1710,2440,00001,2440,1,01,N,
191,한화투자증권우,003535,KR7003531001,0,5420,2920,4170,00001,4170,1,01,N,
192,대신증권,003540,KR7003540002,0,18590,10010,14300,00001,14300,1,01,N,
193,대신증권우,003545,KR7003541000,0,17530,9450,13490,00001,13490,1,01,N,
194,대신증권2우B,003547,KR7003542008,0,16570,8930,12750,00001,12750,1,01,N,
195,LG,003550,KR7003550001,0,109800,59200,84500,00001,84500,1,01,N,
196,LG우,003555,KR7003551009,0,80200,43200,61700,00001,61700,1,01,N,
197,IHQ,003560,KR7003560000,0,310,168,239,00001,239,1,01,N,
198,SNT다이내믹스,003570,KR7003570009,0,14370,7750,11060,00001,11060,1,01,N,
199,HLB글로벌,003580,KR7003580008,0,4890,2640,3765,00001,3765,1,01,N,
200,방림,003610,KR7003610003,0,2735,1475,2105,00001,2105,1,01,N,
201,KG모빌리티,003620,KR7003620002,0,11700,6300,9000,00001,9000,1,01,N,
202,미창석유,003650,KR7003650009,0,92800,50000,71400,00001,71400,1,01,N,
203,포스코퓨처엠,003670,KR7003670007,0,536000,289000,412500,00001,412500,1,01,N,
204,한성기업,003680,KR7003680006,0,6770,3650,5210,00001,5210,1,01,N,
205,코리안리,003690,KR7003690005,0,10330,5570,7950,00001,7950,1,01,N,
206,삼영,003720,KR7003720000,0,6870,3710,5290,00001,5290,1,01,N,
207,진양산업,003780,KR7003780004,0,8330,4490,6410,00001,6410,1,01,N,
208,대한화섬,003830,KR7003830007,0,133300,71900,102600,00001,102600,1,01,N,
209,보령,003850,KR7003850005,0,12350,6650,9500,00001,9500,1,01,N,
210,남양유업,003920,KR7003920006,0,605000,326500,466000,00001,466000,1,01,N,
211,남양유업우,003925,KR7003921004,0,319500,172500,246000,00001,246000,1,01,N,
212,사조대림,003960,KR7003960002,0,36100,19500,27800,00001,27800,1,01,N,
213,롯데정밀화학,004000,KR7004000006,0,76700,41300,59000,00001,59000,1,01,N,
214,현대제철,004020,KR7004020004,0,50100,27000,38550,00001,38550,1,01,N,
215,SG세계물산,004060,KR7004060000,0,616,332,474,00001,474,1,01,N,
216,신흥,004080,KR7004080008,0,18270,9850,14060,00001,14060,1,01,N,
217,한국석유,004090,KR7004090007,0,14440,7780,11110,00001,11110,1,01,N,
218,태양금속,004100,KR7004100004,0,4890,2640,3765,00001,3765,1,01,N,
219,태양금속우,004105,KR7004101002,0,7340,3960,5650,00001,5650,1,01,N,
220,동방,004140,KR7004140000,0,2580,1390,1985,00001,1985,1,01,N,
221,한솔홀딩스,004150,KR7004150009,0,3650,1970,2810,00001,2810,1,01,N,
222,신세계,004170,KR7004170007,0,270000,146000,208000,00001,208000,1,01,N,
223,NPC,004250,KR7004250007,0,7430,4010,5720,00001,5720,1,01,N,
224,NPC우,004255,KR7004251005,0,3720,2010,2865,00001,2865,1,01,N,
225,남성,004270,KR7004270005,0,2915,1575,2245,00001,2245,1,01,N,
226,현대약품,004310,KR7004310009,0,5140,2775,3960,00001,3960,1,01,N,
227,세방,004360,KR7004360004,0,15500,8360,11930,00001,11930,1,01,N,
228,세방우,004365,KR7004361002,0,8800,4740,6770,00001,6770,1,01,N,
229,농심,004370,KR7004370003,0,575000,310000,442500,00001,442500,1,01,N,
230,삼익THK,004380,KR7004380002,0,17900,9640,13770,00001,13770,1,01,N,
231,서울식품,004410,KR7004410007,0,254,138,196,00001,196,1,01,N,
232,서울식품우,004415,KR7004411005,0,2325,1253,1790,00001,1790,1,01,N,
233,송원산업,004430,KR7004430005,0,22850,12310,17580,00001,17580,1,01,N,
234,삼일씨엔에스,004440,KR7004440004,0,5530,2980,4255,00001,4255,1,01,N,
235,삼화왕관,004450,KR7004450003,0,42800,23100,32950,00001,32950,1,01,N,
236,세방전지,004490,KR7004490009,0,78500,42300,60400,00001,60400,1,01,N,
237,깨끗한나라,004540,KR7004540001,0,2860,1540,2200,00001,2200,1,01,N,
238,깨끗한나라우,004545,KR7004541009,0,18720,10080,14400,00001,14400,1,01,N,
239,현대비앤지스틸,004560,KR7004560009,0,16690,8990,12840,00001,12840,1,01,N,
240,삼천리,004690,KR7004690004,0,137100,73900,105500,00001,105500,1,01,N,
241,조광피혁,004700,KR7004700001,0,65000,35000,50000,00001,50000,1,01,N,
242,한솔테크닉스,004710,KR7004710000,0,8450,4550,6500,00001,6500,1,01,N,
243,팜젠사이언스,004720,KR7004720009,0,8210,4430,6320,00001,6320,1,01,N,
244,써니전자,004770,KR7004770004,0,3145,1695,2420,00001,2420,1,01,N,
245,효성,004800,KR7004800009,0,81100,43700,62400,00001,62400,1,01,N,
246,덕성,004830,KR7004830006,0,9540,5140,7340,00001,7340,1,01,N,
247,덕성우,004835,KR7004831004,0,8900,4800,6850,00001,6850,1,01,N,
248,DRB동일,004840,KR7004840005,0,7220,3900,5560,00001,5560,1,01,N,
249,티웨이홀딩스,004870,KR7004870002,0,696,376,536,00001,536,1,01,N,
250,동일산업,004890,KR7004890000,0,73700,39700,56700,00001,56700,1,01,N,
251,조광페인트,004910,KR7004910006,0,8600,4640,6620,00001,6620,1,01,N,
252,씨아이테크,004920,KR7004920005,0,2865,1545,2205,00001,2205,1,01,N,
253,한신공영,004960,KR7004960001,0,9390,5070,7230,00001,7230,1,01,N,
254,신라교역,004970,KR7004970000,0,10980,5920,8450,00001,8450,1,01,N,
255,성신양회,004980,KR7004980009,0,11490,6190,8840,00001,8840,1,01,N,
256,성신양회우,004985,KR7004981007,0,15840,8540,12190,00001,12190,1,01,N,
257,롯데지주,004990,KR7004990008,0,31950,17250,24600,00001,24600,1,01,N,
258,롯데지주우,00499K,KR700499K014,0,46450,25050,35750,00001,35750,1,01,N,
259,휴스틸,005010,KR7005010004,0,6350,3425,4890,00001,4890,1,01,N,
260,부산주공,005030,KR7005030002,0,631,341,486,00001,486,1,01,N,
261,코스모신소재,005070,KR7005070008,0,200000,107800,153900,00001,153900,1,01,N,
262,SGC에너지,005090,KR7005090006,0,32400,17500,24950,00001,24950,1,01,N,
263,한창,005110,KR7005110002,0,504,272,388,00001,388,1,01,N,
264,빙그레,005180,KR7005180005,0,69000,37200,53100,00001,53100,1,01,N,
265,녹십자홀딩스,005250,KR7005250006,0,17690,9530,13610,00001,13610,1,01,N,
266,녹십자홀딩스2우,005257,KR7005252002,0,37550,20250,28900,00001,28900,1,01,N,
267,롯데칠성,005300,KR7005300009,0,165600,89200,127400,00001,127400,1,01,N,
268,롯데칠성우,005305,KR7005301007,0,85800,46200,66000,00001,66000,1,01,N,
269,국동,005320,KR7005320007,0,1094,590,842,00001,842,1,01,N,
270,모나미,005360,KR7005360003,0,4555,2455,3505,00001,3505,1,01,N,
271,현대차,005380,KR7005380001,0,243000,131100,187200,00001,187200,1,01,N,
272,현대차우,005385,KR7005381009,0,130000,70000,100000,00001,100000,1,01,N,
273,현대차2우B,005387,KR7005382007,0,131500,70900,101200,00001,101200,1,01,N,
274,현대차3우B,005389,KR7005383005,0,129300,69700,99500,00001,99500,1,01,N,
275,신성통상,005390,KR7005390000,0,2450,1320,1885,00001,1885,1,01,N,
276,코스모화학,005420,KR7005420005,0,54200,29200,41700,00001,41700,1,01,N,
277,한국공항,005430,KR7005430004,0,52600,28350,40500,00001,40500,1,01,N,
278,현대지에프홀딩스,005440,KR7005440003,0,4745,2555,3650,00001,3650,1,01,N,
279,POSCO홀딩스,005490,KR7005490008,0,738000,398000,568000,00001,568000,1,01,N,
280,삼진제약,005500,KR7005500004,0,29600,16000,22800,00001,22800,1,01,N,
281,SPC삼립,005610,KR7005610001,0,86500,46700,66600,00001,66600,1,01,N,
282,삼영전자,005680,KR7005680004,0,11050,5950,8500,00001,8500,1,01,N,
283,파미셀,005690,KR7005690003,0,9620,5180,7400,00001,7400,1,01,N,
284,넥센,005720,KR7005720008,0,5450,2940,4195,00001,4195,1,01,N,
285,넥센우,005725,KR7005721006,0,3845,2075,2960,00001,2960,1,01,N,
286,크라운해태홀딩스,005740,KR7005740006,0,7810,4210,6010,00001,6010,1,01,N,
287,크라운해태홀딩스우,005745,KR7005741004,0,14110,7610,10860,00001,10860,1,01,N,
288,대림B&Co,005750,KR7005750005,0,4970,2680,3825,00001,3825,1,01,N,
289,신영와코루,005800,KR7005800008,0,11880,6400,9140,00001,9140,1,01,N,
290,풍산홀딩스,005810,KR7005810007,0,44100,23800,33950,00001,33950,1,01,N,
291,원림,005820,KR7005820006,0,27350,14750,21050,00001,21050,1,01,N,
292,DB손해보험,005830,KR7005830005,0,107900,58100,83000,00001,83000,1,01,N,
293,에스엘,005850,KR7005850003,0,46150,24850,35500,00001,35500,1,01,N,
294,휴니드,005870,KR7005870001,0,6990,3770,5380,00001,5380,1,01,N,
295,대한해운,005880,KR7005880000,0,2285,1233,1761,00001,1761,1,01,N,
296,삼성전자,005930,KR7005930003,0,91500,49300,70400,00001,70400,1,01,N,
297,삼성전자우,005935,KR7005931001,0,74800,40400,57600,00001,57600,1,01,N,
298,NH투자증권,005940,KR7005940002,0,13410,7230,10320,00001,10320,1,01,N,
299,NH투자증권우,005945,KR7005941000,0,12570,6770,9670,00001,9670,1,01,N,
300,이수화학,005950,KR7005950001,0,23650,12740,18200,00001,18200,1,01,N,
301,동부건설,005960,KR7005960000,0,8220,4440,6330,00001,6330,1,01,N,
302,동부건설우,005965,KR7005961008,0,34900,18800,26850,00001,26850,1,01,N,
303,동원산업,006040,KR7006040000,0,43900,23700,33800,00001,33800,1,01,N,
304,화승인더,006060,KR7006060008,0,4530,2440,3485,00001,3485,1,01,N,
305,사조오양,006090,KR7006090005,0,10920,5880,8400,00001,8400,1,01,N,
306,삼아알미늄,006110,KR7006110001,0,129300,69700,99500,00001,99500,1,01,N,
307,SK디스커버리,006120,KR7006120000,0,52100,28100,40100,00001,40100,1,01,N,
308,SK디스커버리우,006125,KR7006121008,0,38650,20850,29750,00001,29750,1,01,N,
309,한국전자홀딩스,006200,KR7006200000,0,1324,714,1019,00001,1019,1,01,N,
310,제주은행,006220,KR7006220008,0,11240,6060,8650,00001,8650,1,01,N,
311,LS,006260,KR7006260004,0,124800,67200,96000,00001,96000,1,01,N,
312,녹십자,006280,KR7006280002,0,143300,77300,110300,00001,110300,1,01,N,
313,대원전선,006340,KR7006340004,0,1440,776,1108,00001,1108,1,01,N,
314,대원전선우,006345,KR7006341002,0,2850,1540,2195,00001,2195,1,01,N,
315,GS건설,006360,KR7006360002,0,18520,9980,14250,00001,14250,1,01,N,
316,대구백화점,006370,KR7006370001,0,16510,8890,12700,00001,12700,1,01,N,
317,카프로,006380,KR7006380000,0,1289,695,992,00001,992,1,01,N,
318,한일현대시멘트,006390,KR7006390009,0,21550,11620,16600,00001,16600,1,01,N,
319,삼성SDI,006400,KR7006400006,0,773000,417000,595000,00001,595000,1,01,N,
320,삼성SDI우,006405,KR7006401004,0,367500,198500,283000,00001,283000,1,01,N,
321,인스코비,006490,KR7006490007,0,1578,850,1214,00001,1214,1,01,N,
322,대림통상,006570,KR7006570006,0,4540,2450,3495,00001,3495,1,01,N,
323,대한유화,006650,KR7006650006,0,177500,95700,136600,00001,136600,1,01,N,
324,삼성공조,006660,KR7006660005,0,12500,6740,9620,00001,9620,1,01,N,
325,영풍제지,006740,KR7006740005,0,64400,34700,49550,00001,49550,1,01,N,
326,미래에셋증권,006800,KR7006800007,0,8760,4720,6740,00001,6740,1,01,N,
327,미래에셋증권우,006805,KR7006801005,0,4725,2545,3635,00001,3635,1,01,N,
328,미래에셋증권2우B,00680K,KR700680K019,0,4585,2475,3530,00001,3530,1,01,N,
