,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
60,CJ,001040,KR7001040005,0,100700,54300,77500,00001,77500,1,01,N,
61,CJ우,001045,KR7001041003,0,60100,32450,46300,00001,46300,1,01,N,
62,CJ4우(전환),00104K,KR700104K010,0,80400,43400,61900,00001,61900,1,01,N,
63,JW중외제약,001060,KR7001060003,0,55500,29950,42750,00001,42750,1,01,N,
64,JW중외제약우,001065,KR7001061001,0,45550,24550,35050,00001,35050,1,01,N,
65,JW중외제약2우B,001067,KR7001062009,0,84300,45500,64900,00001,64900,1,01,N,
66,대한방직,001070,KR7001070002,0,13670,7370,10520,00001,10520,1,01,N,
67,만호제강,001080,KR7001080001,0,64000,34550,49300,00001,49300,1,01,N,
68,LX인터내셔널,001120,KR7001120005,0,39800,21500,30650,00001,30650,1,01,N,
69,대한제분,001130,KR7001130004,0,168400,90800,129600,00001,129600,1,01,N,
70,국보,001140,KR7001140003,0,5850,3150,4500,00001,4500,1,01,N,
71,유진투자증권,001200,KR7001200005,0,4985,2685,3835,00001,3835,1,01,N,
72,금호전기,001210,KR7001210004,0,1116,602,859,00001,859,1,01,N,
73,동국홀딩스,001230,KR7001230002,0,15740,8480,12110,00001,12110,1,01,N,
74,GS글로벌,001250,KR7001250000,0,3360,1810,2585,00001,2585,1,01,N,
75,남광토건,001260,KR7001260009,0,11810,6370,9090,00001,9090,1,01,N,
76,부국증권,001270,KR7001270008,0,28200,15200,21700,00001,21700,1,01,N,
77,부국증권우,001275,KR7001271006,0,24900,13430,19180,00001,19180,1,01,N,
78,상상인증권,001290,KR7001290006,0,919,495,707,00001,707,1,01,N,
79,백광산업,001340,KR7001340009,0,10120,5460,7790,00001,7790,1,01,N,
80,삼성제약,001360,KR7001360007,0,3780,2040,2910,00001,2910,1,01,N,
81,SG글로벌,001380,KR7001380005,0,1862,1004,1433,00001,1433,1,01,N,
82,KG케미칼,001390,KR7001390004,0,9890,5330,7610,00001,7610,1,01,N,
83,태원물산,001420,KR7001420009,0,6450,3480,4965,00001,4965,1,01,N,
84,세아베스틸지주,001430,KR7001430008,0,30600,16500,23550,00001,23550,1,01,N,
85,대한전선,001440,KR7001440007,0,17090,9210,13150,00001,13150,1,01,N,
86,현대해상,001450,KR7001450006,0,39250,21150,30200,00001,30200,1,01,N,
87,BYC,001460,KR7001460005,0,520000,280500,400500,00001,400500,1,01,N,
88,BYC우,001465,KR7001461003,0,182200,98200,140200,00001,140200,1,01,N,
89,삼부토건,001470,KR7001470004,0,5380,2900,4140,00001,4140,1,01,N,
90,현대차증권,001500,KR7001500008,0,11140,6000,8570,00001,8570,1,01,N,
91,SK증권,001510,KR7001510007,0,837,451,644,00001,644,1,01,N,
92,SK증권우,001515,KR7001511005,0,2740,1480,2110,00001,2110,1,01,N,
93,동양,001520,KR7001520006,0,1323,713,1018,00001,1018,1,01,N,
94,동양우,001525,KR7001521004,0,7130,3850,5490,00001,5490,1,01,N,
95,동양2우B,001527,KR7001522002,0,13850,7470,10660,00001,10660,1,01,N,
96,DI동일,001530,KR7001530005,0,30650,16550,23600,00001,23600,1,01,N,
97,조비,001550,KR7001550003,0,17190,9270,13230,00001,13230,1,01,N,
98,제일연마,001560,KR7001560002,0,11190,6030,8610,00001,8610,1,01,N,
99,금양,001570,KR7001570001,0,164100,88500,126300,00001,126300,1,01,N,
100,케이비아이동국실업,001620,KR7001620004,0,769,415,592,00001,592,1,01,N,
101,종근당홀딩스,001630,KR7001630003,0,69600,37600,53600,00001,53600,1,01,N,
102,대상,001680,KR7001680008,0,23450,12630,18040,00001,18040,1,01,N,
103,대상우,001685,KR7001681006,0,17530,9450,13490,00001,13490,1,01,N,
104,신영증권,001720,KR7001720002,0,72600,39200,55900,00001,55900,1,01,N,
105,신영증권우,001725,KR7001721000,0,71300,38500,54900,00001,54900,1,01,N,
106,SK네트웍스,001740,KR7001740000,0,9330,5030,7180,00001,7180,1,01,N,
107,한양증권,001750,KR7001750009,0,11850,6390,9120,00001,9120,1,01,N,
108,한양증권우,001755,KR7001751007,0,16000,8620,12310,00001,12310,1,01,N,
109,SHD,001770,KR7001770007,0,29300,15800,22550,00001,22550,1,01,N,
110,알루코,001780,KR7001780006,0,4780,2580,3680,00001,3680,1,01,N,
111,대한제당,001790,KR7001790005,0,4165,2245,3205,00001,3205,1,01,N,
112,대한제당우,001795,KR7001791003,0,3430,1850,2640,00001,2640,1,01,N,
113,오리온홀딩스,001800,KR7001800002,0,19760,10640,15200,00001,15200,1,01,N,
114,삼화콘덴서,001820,KR7001820000,0,52300,28200,40250,00001,40250,1,01,N,
115,DL건설,001880,KR7001880004,0,15960,8600,12280,00001,12280,1,01,N,
116,KISCO홀딩스,001940,KR7001940006,0,24000,12940,18480,00001,18480,1,01,N,
117,코오롱,002020,KR7002020006,0,24000,12930,18470,00001,18470,1,01,N,
118,코오롱우,002025,KR7002021004,0,18380,9900,14140,00001,14140,1,01,N,
119,아세아,002030,KR7002030005,0,223000,120200,171700,00001,171700,1,01,N,
120,비비안,002070,KR7002070001,0,1814,978,1396,00001,1396,1,01,N,
121,경농,002100,KR7002100006,0,12830,6910,9870,00001,9870,1,01,N,
122,고려산업,002140,KR7002140002,0,4680,2520,3600,00001,3600,1,01,N,
123,도화엔지니어링,002150,KR7002150001,0,11020,5940,8480,00001,8480,1,01,N,
124,삼양통상,002170,KR7002170009,0,64800,34950,49900,00001,49900,1,01,N,
125,한국수출포장,002200,KR7002200004,0,3980,2150,3065,00001,3065,1,01,N,
126,동성제약,002210,KR7002210003,0,7390,3990,5690,00001,5690,1,01,N,
127,한일철강,002220,KR7002220002,0,3930,2120,3025,00001,3025,1,01,N,
128,고려제강,002240,KR7002240000,0,27650,14950,21300,00001,21300,1,01,N,
129,아세아제지,002310,KR7002310001,0,49400,26600,38000,00001,38000,1,01,N,
130,한진,002320,KR7002320000,0,27850,15050,21450,00001,21450,1,01,N,
131,넥센타이어,002350,KR7002350007,0,10400,5600,8000,00001,8000,1,01,N,
132,넥센타이어1우B,002355,KR7002351005,0,3835,2065,2950,00001,2950,1,01,N,
133,SH에너지화학,002360,KR7002360006,0,867,467,667,00001,667,1,01,N,
134,KCC,002380,KR7002380004,0,299000,161000,230000,00001,230000,1,01,N,
135,한독,002390,KR7002390003,0,17100,9220,13160,00001,13160,1,01,N,
136,범양건영,002410,KR7002410009,0,3450,1860,2655,00001,2655,1,01,N,
137,세기상사,002420,KR7002420008,0,9100,4900,7000,00001,7000,1,01,N,
138,삼익악기,002450,KR7002450005,0,1470,792,1131,00001,1131,1,01,N,
139,화성산업,002460,KR7002460004,0,14060,7580,10820,00001,10820,1,01,N,
140,조흥,002600,KR7002600005,0,245000,132000,188500,00001,188500,1,01,N,
141,제일파마홀딩스,002620,KR7002620003,0,14190,7650,10920,00001,10920,1,01,N,
142,오리엔트바이오,002630,KR7002630002,0,822,444,633,00001,633,1,01,N,
143,동일제강,002690,KR7002690006,0,2470,1331,1901,00001,1901,1,01,N,
144,신일전자,002700,KR7002700003,0,2260,1218,1740,00001,1740,1,01,N,
145,TCC스틸,002710,KR7002710002,0,73000,39400,56200,00001,56200,1,01,N,
146,국제약품,002720,KR7002720001,0,5230,2825,4030,00001,4030,1,01,N,
147,보락,002760,KR7002760007,0,1914,1032,1473,00001,1473,1,01,N,
148,진흥기업,002780,KR7002780005,0,1549,835,1192,00001,1192,1,01,N,
149,진흥기업우B,002785,KR7002781003,0,5420,2920,4170,00001,4170,1,01,N,
150,진흥기업2우B,002787,KR7002782001,0,14360,7740,11050,00001,11050,1,01,N,
151,아모레G,002790,KR7002790004,0,43700,23600,33650,00001,33650,1,01,N,
152,아모레G우,002795,KR7002791002,0,14180,7640,10910,00001,10910,1,01,N,
153,아모레G3우(전환),00279K,KR700279K010,0,29750,16050,22900,00001,22900,1,01,N,
154,삼영무역,002810,KR7002810000,0,16570,8930,12750,00001,12750,1,01,N,
155,SUN&L,002820,KR7002820009,0,3340,1800,2570,00001,2570,1,01,N,
156,미원상사,002840,KR7002840007,0,210500,113700,162300,00001,162300,1,01,N,
157,신풍,002870,KR7002870004,0,1127,607,867,00001,867,1,01,N,
158,대유에이텍,002880,KR7002880003,0,673,363,518,00001,518,1,01,N,
159,TYM,002900,KR7002900009,0,8340,4500,6420,00001,6420,1,01,N,
160,유성기업,002920,KR7002920007,0,3890,2100,2995,00001,2995,1,01,N,
161,한국쉘석유,002960,KR7002960003,0,296000,160000,228000,00001,228000,1,01,N,
162,금호건설,002990,KR7002990000,0,6910,3730,5320,00001,5320,1,01,N,
163,금호건설우,002995,KR7002991008,0,19820,10680,15250,00001,15250,1,01,N,
164,부광약품,003000,KR7003000007,0,8690,4690,6690,00001,6690,1,01,N,
165,혜인,003010,KR7003010006,0,7780,4200,5990,00001,5990,1,01,N,
166,세아제강지주,003030,KR7003030004,0,245000,132100,188600,00001,188600,1,01,N,
167,에이프로젠바이오로직,003060,KR7003060001,0,609,329,469,00001,469,1,01,N,
168,코오롱글로벌,003070,KR7003070000,0,16620,8960,12790,00001,12790,1,01,N,
169,코오롱글로벌우,003075,KR7003071008,0,33800,18200,26000,00001,26000,1,01,N,
170,성보화학,003080,KR7003080009,0,3795,2045,2920,00001,2920,1,01,N,
171,대웅,003090,KR7003090008,0,18300,9860,14080,00001,14080,1,01,N,
172,일성신약,003120,KR7003120003,0,28850,15550,22200,00001,22200,1,01,N,
173,디아이,003160,KR7003160009,0,10410,5610,8010,00001,8010,1,01,N,
174,일신방직,003200,KR7003200003,0,12590,6790,9690,00001,9690,1,01,N,
175,대원제약,003220,KR7003220001,0,21150,11410,16290,00001,16290,1,01,N,
176,삼양식품,003230,KR7003230000,0,250000,134900,192600,00001,192600,1,01,N,
177,태광산업,003240,KR7003240009,0,785000,423000,604000,00001,604000,1,01,N,
178,흥아해운,003280,KR7003280005,0,2400,1293,1847,00001,1847,1,01,N,
179,한일홀딩스,003300,KR7003300001,0,14820,7980,11400,00001,11400,1,01,N,
180,한국화장품제조,003350,KR7003350006,0,40150,21650,30900,00001,30900,1,01,N,
181,쌍용C&E,003410,KR7003410008,0,7200,3880,5540,00001,5540,1,01,N,
182,유화증권,003460,KR7003460003,0,2915,1575,2245,00001,2245,1,01,N,
183,유화증권우,003465,KR7003461001,0,3120,1680,2400,00001,2400,1,01,N,
184,유안타증권,003470,KR7003470002,0,3285,1775,2530,00001,2530,1,01,N,
185,유안타증권우,003475,KR7003471000,0,3340,1800,2570,00001,2570,1,01,N,
186,한진중공업홀딩스,003480,KR7003480001,0,4430,2390,3410,00001,3410,1,01,N,
187,대한항공,003490,KR7003490000,0,30000,16200,23100,00001,23100,1,01,N,
188,대한항공우,003495,KR7003491008,0,34350,18550,26450,00001,26450,1,01,N,
189,영진약품,003520,KR7003520004,0,3125,1685,2405,00001,2405,1,01,N,
190,한화투자증권,003530,KR7003530003,0,3265,1765,2515,00001,2515,1,01,N,
191,한화투자증권우,003535,KR7003531001,0,5440,2935,4190,00001,4190,1,01,N,
192,대신증권,003540,KR7003540002,0,18570,10010,14290,00001,14290,1,01,N,
193,대신증권우,003545,KR7003541000,0,17550,9450,13500,00001,13500,1,01,N,
194,대신증권2우B,003547,KR7003542008,0,16620,8960,12790,00001,12790,1,01,N,
195,LG,003550,KR7003550001,0,109500,59100,84300,00001,84300,1,01,N,
196,LG우,003555,KR7003551009,0,80800,43600,62200,00001,62200,1,01,N,
197,IHQ,003560,KR7003560000,0,310,168,239,00001,239,1,01,N,
198,SNT다이내믹스,003570,KR7003570009,0,13780,7420,10600,00001,10600,1,01,N,
199,HLB글로벌,003580,KR7003580008,0,4945,2665,3805,00001,3805,1,01,N,
200,방림,003610,KR7003610003,0,2745,1485,2115,00001,2115,1,01,N,
201,KG모빌리티,003620,KR7003620002,0,11460,6180,8820,00001,8820,1,01,N,
202,미창석유,003650,KR7003650009,0,92400,49800,71100,00001,71100,1,01,N,
203,포스코퓨처엠,003670,KR7003670007,0,573000,309000,441000,00001,441000,1,01,N,
204,한성기업,003680,KR7003680006,0,6730,3630,5180,00001,5180,1,01,N,
205,코리안리,003690,KR7003690005,0,10120,5460,7790,00001,7790,1,01,N,
206,삼영,003720,KR7003720000,0,7020,3780,5400,00001,5400,1,01,N,
207,진양산업,003780,KR7003780004,0,8410,4530,6470,00001,6470,1,01,N,
208,대한화섬,003830,KR7003830007,0,136100,73300,104700,00001,104700,1,01,N,
209,보령,003850,KR7003850005,0,11730,6330,9030,00001,9030,1,01,N,
210,남양유업,003920,KR7003920006,0,599000,323500,461500,00001,461500,1,01,N,
211,남양유업우,003925,KR7003921004,0,319000,172000,245500,00001,245500,1,01,N,
212,사조대림,003960,KR7003960002,0,36900,19900,28400,00001,28400,1,01,N,
213,롯데정밀화학,004000,KR7004000006,0,79400,42800,61100,00001,61100,1,01,N,
214,현대제철,004020,KR7004020004,0,51300,27650,39500,00001,39500,1,01,N,
215,SG세계물산,004060,KR7004060000,0,625,337,481,00001,481,1,01,N,
216,신흥,004080,KR7004080008,0,18210,9810,14010,00001,14010,1,01,N,
217,한국석유,004090,KR7004090007,0,13370,7210,10290,00001,10290,1,01,N,
218,태양금속,004100,KR7004100004,0,4340,2340,3340,00001,3340,1,01,N,
219,태양금속우,004105,KR7004101002,0,8090,4370,6230,00001,6230,1,01,N,
220,동방,004140,KR7004140000,0,2690,1450,2070,00001,2070,1,01,N,
221,한솔홀딩스,004150,KR7004150009,0,3695,1995,2845,00001,2845,1,01,N,
222,신세계,004170,KR7004170007,0,270000,146000,208000,00001,208000,1,01,N,
223,NPC,004250,KR7004250007,0,7700,4160,5930,00001,5930,1,01,N,
224,NPC우,004255,KR7004251005,0,3805,2055,2930,00001,2930,1,01,N,
225,남성,004270,KR7004270005,0,2925,1575,2250,00001,2250,1,01,N,
226,현대약품,004310,KR7004310009,0,5160,2785,3975,00001,3975,1,01,N,
227,세방,004360,KR7004360004,0,15790,8510,12150,00001,12150,1,01,N,
228,세방우,004365,KR7004361002,0,8910,4810,6860,00001,6860,1,01,N,
229,농심,004370,KR7004370003,0,585000,315000,450000,00001,450000,1,01,N,
230,삼익THK,004380,KR7004380002,0,17160,9240,13200,00001,13200,1,01,N,
231,서울식품,004410,KR7004410007,0,257,139,198,00001,198,1,01,N,
232,서울식품우,004415,KR7004411005,0,2330,1256,1793,00001,1793,1,01,N,
233,송원산업,004430,KR7004430005,0,24350,13130,18750,00001,18750,1,01,N,
234,삼일씨엔에스,004440,KR7004440004,0,5730,3090,4410,00001,4410,1,01,N,
235,삼화왕관,004450,KR7004450003,0,42800,23100,32950,00001,32950,1,01,N,
236,세방전지,004490,KR7004490009,0,79600,43000,61300,00001,61300,1,01,N,
237,깨끗한나라,004540,KR7004540001,0,2890,1560,2225,00001,2225,1,01,N,
238,깨끗한나라우,004545,KR7004541009,0,19110,10290,14700,00001,14700,1,01,N,
239,현대비앤지스틸,004560,KR7004560009,0,17350,9350,13350,00001,13350,1,01,N,
240,삼천리,004690,KR7004690004,0,138700,74700,106700,00001,106700,1,01,N,
241,조광피혁,004700,KR7004700001,0,64700,34900,49800,00001,49800,1,01,N,
242,한솔테크닉스,004710,KR7004710000,0,8600,4640,6620,00001,6620,1,01,N,
243,팜젠사이언스,004720,KR7004720009,0,7890,4250,6070,00001,6070,1,01,N,
244,써니전자,004770,KR7004770004,0,3210,1730,2470,00001,2470,1,01,N,
245,효성,004800,KR7004800009,0,82600,44600,63600,00001,63600,1,01,N,
246,덕성,004830,KR7004830006,0,9100,4900,7000,00001,7000,1,01,N,
247,덕성우,004835,KR7004831004,0,8510,4590,6550,00001,6550,1,01,N,
248,DRB동일,004840,KR7004840005,0,6760,3640,5200,00001,5200,1,01,N,
249,티웨이홀딩스,004870,KR7004870002,0,689,371,530,00001,530,1,01,N,
250,동일산업,004890,KR7004890000,0,75600,40800,58200,00001,58200,1,01,N,
251,조광페인트,004910,KR7004910006,0,8740,4720,6730,00001,6730,1,01,N,
252,씨아이테크,004920,KR7004920005,0,2795,1505,2150,00001,2150,1,01,N,
253,한신공영,004960,KR7004960001,0,9680,5220,7450,00001,7450,1,01,N,
254,신라교역,004970,KR7004970000,0,11380,6140,8760,00001,8760,1,01,N,
255,성신양회,004980,KR7004980009,0,11860,6400,9130,00001,9130,1,01,N,
256,성신양회우,004985,KR7004981007,0,16400,8840,12620,00001,12620,1,01,N,
257,롯데지주,004990,KR7004990008,0,32750,17650,25200,00001,25200,1,01,N,
258,롯데지주우,00499K,KR700499K014,0,47100,25400,36250,00001,36250,1,01,N,
259,휴스틸,005010,KR7005010004,0,6420,3460,4940,00001,4940,1,01,N,
260,부산주공,005030,KR7005030002,0,631,341,486,00001,486,1,01,N,
261,코스모신소재,005070,KR7005070008,0,200000,108000,156100,00001,154200,1,01,N,
262,SGC에너지,005090,KR7005090006,0,33400,18000,25700,00001,25700,1,01,N,
263,한창,005110,KR7005110002,0,429,231,330,00001,330,1,01,N,
264,빙그레,005180,KR7005180005,0,71100,38300,54700,00001,54700,1,01,N,
265,녹십자홀딩스,005250,KR7005250006,0,18160,9780,13970,00001,13970,1,01,N,
266,녹십자홀딩스2우,005257,KR7005252002,0,36650,19750,28200,00001,28200,1,01,N,
267,롯데칠성,005300,KR7005300009,0,167900,90500,129200,00001,129200,1,01,N,
268,롯데칠성우,005305,KR7005301007,0,85400,46000,65700,00001,65700,1,01,N,
269,국동,005320,KR7005320007,0,1154,622,888,00001,888,1,01,N,
270,모나미,005360,KR7005360003,0,4900,2640,3770,00001,3770,1,01,N,
271,현대차,005380,KR7005380001,0,243000,131200,187300,00001,187300,1,01,N,
272,현대차우,005385,KR7005381009,0,132300,71300,101800,00001,101800,1,01,N,
273,현대차2우B,005387,KR7005382007,0,134500,72500,103500,00001,103500,1,01,N,
274,현대차3우B,005389,KR7005383005,0,131100,70700,100900,00001,100900,1,01,N,
275,신성통상,005390,KR7005390000,0,2535,1365,1950,00001,1950,1,01,N,
276,코스모화학,005420,KR7005420005,0,55800,30100,43650,00001,42950,1,01,N,
277,한국공항,005430,KR7005430004,0,53700,28950,41350,00001,41350,1,01,N,
278,현대지에프홀딩스,005440,KR7005440003,0,4800,2590,3695,00001,3695,1,01,N,
279,POSCO홀딩스,005490,KR7005490008,0,767000,413000,590000,00001,590000,1,01,N,
280,삼진제약,005500,KR7005500004,0,28500,15400,21950,00001,21950,1,01,N,
281,SPC삼립,005610,KR7005610001,0,86900,46900,66900,00001,66900,1,01,N,
282,삼영전자,005680,KR7005680004,0,11500,6200,8850,00001,8850,1,01,N,
283,파미셀,005690,KR7005690003,0,8870,4790,6830,00001,6830,1,01,N,
284,넥센,005720,KR7005720008,0,5440,2930,4185,00001,4185,1,01,N,
285,넥센우,005725,KR7005721006,0,3840,2070,2955,00001,2955,1,01,N,
286,크라운해태홀딩스,005740,KR7005740006,0,7830,4230,6030,00001,6030,1,01,N,
287,크라운해태홀딩스우,005745,KR7005741004,0,13760,7420,10590,00001,10590,1,01,N,
288,대림B&Co,005750,KR7005750005,0,4900,2640,3770,00001,3770,1,01,N,
289,신영와코루,005800,KR7005800008,0,12750,6870,9810,00001,9810,1,01,N,
290,풍산홀딩스,005810,KR7005810007,0,46850,25250,36050,00001,36050,1,01,N,
291,원림,005820,KR7005820006,0,27150,14650,20900,00001,20900,1,01,N,
292,DB손해보험,005830,KR7005830005,0,105100,56700,80900,00001,80900,1,01,N,
293,에스엘,005850,KR7005850003,0,45550,24550,35050,00001,35050,1,01,N,
294,휴니드,005870,KR7005870001,0,7020,3780,5400,00001,5400,1,01,N,
295,대한해운,005880,KR7005880000,0,2355,1270,1813,00001,1813,1,01,N,
296,삼성전자,005930,KR7005930003,0,92500,49900,71200,00001,71200,1,01,N,
297,삼성전자우,005935,KR7005931001,0,74700,40300,57500,00001,57500,1,01,N,
298,NH투자증권,005940,KR7005940002,0,13420,7240,10330,00001,10330,1,01,N,
299,NH투자증권우,005945,KR7005941000,0,12570,6770,9670,00001,9670,1,01,N,
300,이수화학,005950,KR7005950001,0,24750,13350,19070,00001,19070,1,01,N,
301,동부건설,005960,KR7005960000,0,8190,4410,6300,00001,6300,1,01,N,
302,동부건설우,005965,KR7005961008,0,35600,19200,27400,00001,27400,1,01,N,
303,동원산업,006040,KR7006040000,0,45300,24400,34850,00001,34850,1,01,N,
304,화승인더,006060,KR7006060008,0,4625,2495,3560,00001,3560,1,01,N,
305,사조오양,006090,KR7006090005,0,11020,5940,8480,00001,8480,1,01,N,
306,삼아알미늄,006110,KR7006110001,0,130000,70000,100000,00001,100000,1,01,N,
307,SK디스커버리,006120,KR7006120000,0,52100,28150,40150,00001,40150,1,01,N,
308,SK디스커버리우,006125,KR7006121008,0,39300,21200,30250,00001,30250,1,01,N,
309,한국전자홀딩스,006200,KR7006200000,0,1372,740,1056,00001,1056,1,01,N,
310,제주은행,006220,KR7006220008,0,11640,6280,8960,00001,8960,1,01,N,
311,LS,006260,KR7006260004,0,131400,70800,101100,00001,101100,1,01,N,
312,녹십자,006280,KR7006280002,0,147400,79400,113400,00001,113400,1,01,N,
313,대원전선,006340,KR7006340004,0,1469,791,1130,00001,1130,1,01,N,
314,대원전선우,006345,KR7006341002,0,3055,1645,2350,00001,2350,1,01,N,
315,GS건설,006360,KR7006360002,0,19200,10340,14770,00001,14770,1,01,N,
316,대구백화점,006370,KR7006370001,0,15730,8470,12100,00001,12100,1,01,N,
317,카프로,006380,KR7006380000,0,1287,693,990,00001,990,1,01,N,
318,한일현대시멘트,006390,KR7006390009,0,21700,11690,16700,00001,16700,1,01,N,
319,삼성SDI,006400,KR7006400006,0,793000,427000,610000,00001,610000,1,01,N,
320,삼성SDI우,006405,KR7006401004,0,386000,208000,297000,00001,297000,1,01,N,
321,인스코비,006490,KR7006490007,0,1605,865,1235,00001,1235,1,01,N,
322,대림통상,006570,KR7006570006,0,4630,2500,3565,00001,3565,1,01,N,
323,대한유화,006650,KR7006650006,0,178200,96000,137100,00001,137100,1,01,N,
324,삼성공조,006660,KR7006660005,0,12610,6790,9700,00001,9700,1,01,N,
325,영풍제지,006740,KR7006740005,0,62900,33900,48400,00001,48400,1,01,N,
326,미래에셋증권,006800,KR7006800007,0,8860,4780,6820,00001,6820,1,01,N,
327,미래에셋증권우,006805,KR7006801005,0,4760,2570,3665,00001,3665,1,01,N,
328,미래에셋증권2우B,00680K,KR700680K019,0,4625,2495,3560,00001,3560,1,01,N,
