,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
33,가온전선,000500,KR7000500009,0,27550,14850,21200,00001,21200,1,01,N,
34,삼일제약,000520,KR7000520007,0,9880,5320,7600,00001,7600,1,01,N,
35,흥국화재,000540,KR7000540005,0,3945,2125,3035,00001,3035,1,01,N,
36,흥국화재우,000545,KR7000541003,0,7000,3780,5390,00001,5390,1,01,N,
37,CS홀딩스,000590,KR7000590000,0,75500,40700,58100,00001,58100,1,01,N,
38,동아쏘시오홀딩스,000640,KR7000640003,0,124200,67000,95600,00001,95600,1,01,N,
39,천일고속,000650,KR7000650002,0,66100,35700,50900,00001,50900,1,01,N,
40,SK하이닉스,000660,KR7000660001,0,155200,83600,119400,00001,119400,1,01,N,
41,영풍,000670,KR7000670000,0,721000,389000,555000,00001,555000,1,01,N,
42,LS네트웍스,000680,KR7000680009,0,5710,3080,4395,00001,4395,1,01,N,
43,유수홀딩스,000700,KR7000700005,0,7540,4060,5800,00001,5800,1,01,N,
44,현대건설,000720,KR7000720003,0,46850,25250,36050,00001,36050,1,01,N,
45,현대건설우,000725,KR7000721001,0,70300,37900,54100,00001,54100,1,01,N,
46,이화산업,000760,KR7000760009,0,21050,11340,16200,00001,16200,1,01,N,
47,삼성화재,000810,KR7000810002,0,319500,172500,246000,00001,246000,1,01,N,
48,삼성화재우,000815,KR7000811000,0,234500,126300,180400,00001,180400,1,01,N,
49,화천기공,000850,KR7000850008,0,45600,24600,35100,00001,35100,1,01,N,
50,강남제비스코,000860,KR7000860007,0,28700,15500,22100,00001,22100,1,01,N,
51,한화,000880,KR7000880005,0,32850,17750,25300,00001,25300,1,01,N,
52,한화우,000885,KR7000881003,0,40100,21600,30850,00001,30850,1,01,N,
53,한화3우B,00088K,KR700088K015,0,18000,9700,13850,00001,13850,1,01,N,
54,보해양조,000890,KR7000890004,0,705,381,543,00001,543,1,01,N,
55,유니온,000910,KR7000910000,0,7410,3990,5700,00001,5700,1,01,N,
56,전방,000950,KR7000950006,0,31250,16850,24050,00001,24050,1,01,N,
57,한국주철관,000970,KR7000970004,0,8850,4770,6810,00001,6810,1,01,N,
58,DB하이텍,000990,KR7000990002,0,69500,37500,53500,00001,53500,1,01,N,
59,페이퍼코리아,001020,KR7001020007,0,1179,635,907,00001,907,1,01,N,
60,CJ,001040,KR7001040005,0,102500,55300,78900,00001,78900,1,01,N,
61,CJ우,001045,KR7001041003,0,60500,32650,46600,00001,46600,1,01,N,
62,CJ4우(전환),00104K,KR700104K010,0,80900,43700,62300,00001,62300,1,01,N,
63,JW중외제약,001060,KR7001060003,0,55700,30000,42850,00001,42850,1,01,N,
64,JW중외제약우,001065,KR7001061001,0,45550,24550,35050,00001,35050,1,01,N,
65,JW중외제약2우B,001067,KR7001062009,0,84200,45400,64800,00001,64800,1,01,N,
66,대한방직,001070,KR7001070002,0,13650,7350,10500,00001,10500,1,01,N,
67,만호제강,001080,KR7001080001,0,58800,31750,45300,00001,45300,1,01,N,
68,LX인터내셔널,001120,KR7001120005,0,39800,21500,30650,00001,30650,1,01,N,
69,대한제분,001130,KR7001130004,0,165400,89200,127300,00001,127300,1,01,N,
70,국보,001140,KR7001140003,0,5790,3120,4455,00001,4455,1,01,N,
71,유진투자증권,001200,KR7001200005,0,5210,2810,4010,00001,4010,1,01,N,
72,금호전기,001210,KR7001210004,0,1116,602,859,00001,859,1,01,N,
73,동국홀딩스,001230,KR7001230002,0,15690,8450,12070,00001,12070,1,01,N,
74,GS글로벌,001250,KR7001250000,0,3320,1790,2555,00001,2555,1,01,N,
75,남광토건,001260,KR7001260009,0,11710,6310,9010,00001,9010,1,01,N,
76,부국증권,001270,KR7001270008,0,28450,15350,21900,00001,21900,1,01,N,
77,부국증권우,001275,KR7001271006,0,24850,13410,19150,00001,19150,1,01,N,
78,상상인증권,001290,KR7001290006,0,925,499,712,00001,712,1,01,N,
79,백광산업,001340,KR7001340009,0,10120,5460,7790,00001,7790,1,01,N,
80,삼성제약,001360,KR7001360007,0,3740,2020,2880,00001,2880,1,01,N,
81,SG글로벌,001380,KR7001380005,0,1918,1034,1476,00001,1476,1,01,N,
82,KG케미칼,001390,KR7001390004,0,10490,5650,8070,00001,8070,1,01,N,
83,태원물산,001420,KR7001420009,0,6500,3500,5000,00001,5000,1,01,N,
84,세아베스틸지주,001430,KR7001430008,0,30450,16450,23450,00001,23450,1,01,N,
85,대한전선,001440,KR7001440007,0,17000,9160,13080,00001,13080,1,01,N,
86,현대해상,001450,KR7001450006,0,38600,20800,29700,00001,29700,1,01,N,
87,BYC,001460,KR7001460005,0,523000,282500,403000,00001,403000,1,01,N,
88,BYC우,001465,KR7001461003,0,182300,98300,140300,00001,140300,1,01,N,
89,삼부토건,001470,KR7001470004,0,5130,2765,3950,00001,3950,1,01,N,
90,현대차증권,001500,KR7001500008,0,11100,5980,8540,00001,8540,1,01,N,
91,SK증권,001510,KR7001510007,0,837,451,644,00001,644,1,01,N,
92,SK증권우,001515,KR7001511005,0,2740,1480,2110,00001,2110,1,01,N,
93,동양,001520,KR7001520006,0,1323,713,1018,00001,1018,1,01,N,
94,동양우,001525,KR7001521004,0,7110,3830,5470,00001,5470,1,01,N,
95,동양2우B,001527,KR7001522002,0,13970,7530,10750,00001,10750,1,01,N,
96,DI동일,001530,KR7001530005,0,30700,16600,23650,00001,23650,1,01,N,
97,조비,001550,KR7001550003,0,17190,9270,13230,00001,13230,1,01,N,
98,제일연마,001560,KR7001560002,0,11050,5950,8500,00001,8500,1,01,N,
99,금양,001570,KR7001570001,0,166600,89800,128200,00001,128200,1,01,N,
100,케이비아이동국실업,001620,KR7001620004,0,774,418,596,00001,596,1,01,N,
101,종근당홀딩스,001630,KR7001630003,0,67200,36200,51700,00001,51700,1,01,N,
102,대상,001680,KR7001680008,0,23100,12460,17790,00001,17790,1,01,N,
103,대상우,001685,KR7001681006,0,17730,9550,13640,00001,13640,1,01,N,
104,신영증권,001720,KR7001720002,0,71800,38800,55300,00001,55300,1,01,N,
105,신영증권우,001725,KR7001721000,0,71300,38500,54900,00001,54900,1,01,N,
106,SK네트웍스,001740,KR7001740000,0,9120,4920,7020,00001,7020,1,01,N,
107,한양증권,001750,KR7001750009,0,12140,6540,9340,00001,9340,1,01,N,
108,한양증권우,001755,KR7001751007,0,15540,8380,11960,00001,11960,1,01,N,
109,SHD,001770,KR7001770007,0,29600,16000,22800,00001,22800,1,01,N,
110,알루코,001780,KR7001780006,0,4735,2555,3645,00001,3645,1,01,N,
111,대한제당,001790,KR7001790005,0,4080,2200,3140,00001,3140,1,01,N,
112,대한제당우,001795,KR7001791003,0,3410,1840,2625,00001,2625,1,01,N,
113,오리온홀딩스,001800,KR7001800002,0,19570,10550,15060,00001,15060,1,01,N,
114,삼화콘덴서,001820,KR7001820000,0,53100,28600,40850,00001,40850,1,01,N,
115,DL건설,001880,KR7001880004,0,15930,8590,12260,00001,12260,1,01,N,
116,KISCO홀딩스,001940,KR7001940006,0,23850,12870,18380,00001,18380,1,01,N,
117,코오롱,002020,KR7002020006,0,24100,12990,18550,00001,18550,1,01,N,
118,코오롱우,002025,KR7002021004,0,18310,9870,14090,00001,14090,1,01,N,
119,아세아,002030,KR7002030005,0,219000,118100,168700,00001,168700,1,01,N,
120,비비안,002070,KR7002070001,0,1787,963,1375,00001,1375,1,01,N,
121,경농,002100,KR7002100006,0,12880,6940,9910,00001,9910,1,01,N,
122,고려산업,002140,KR7002140002,0,4685,2525,3605,00001,3605,1,01,N,
123,도화엔지니어링,002150,KR7002150001,0,10800,5820,8310,00001,8310,1,01,N,
124,삼양통상,002170,KR7002170009,0,64700,34900,49800,00001,49800,1,01,N,
125,한국수출포장,002200,KR7002200004,0,3905,2105,3005,00001,3005,1,01,N,
126,동성제약,002210,KR7002210003,0,7630,4110,5870,00001,5870,1,01,N,
127,한일철강,002220,KR7002220002,0,3955,2135,3045,00001,3045,1,01,N,
128,고려제강,002240,KR7002240000,0,27800,15000,21400,00001,21400,1,01,N,
129,아세아제지,002310,KR7002310001,0,49400,26600,38000,00001,38000,1,01,N,
130,한진,002320,KR7002320000,0,27600,14900,21250,00001,21250,1,01,N,
131,넥센타이어,002350,KR7002350007,0,10190,5490,7840,00001,7840,1,01,N,
132,넥센타이어1우B,002355,KR7002351005,0,3815,2055,2935,00001,2935,1,01,N,
133,SH에너지화학,002360,KR7002360006,0,877,473,675,00001,675,1,01,N,
134,KCC,002380,KR7002380004,0,295500,159500,227500,00001,227500,1,01,N,
135,한독,002390,KR7002390003,0,17010,9170,13090,00001,13090,1,01,N,
136,범양건영,002410,KR7002410009,0,3415,1845,2630,00001,2630,1,01,N,
137,세기상사,002420,KR7002420008,0,9330,5030,7180,00001,7180,1,01,N,
138,삼익악기,002450,KR7002450005,0,1475,795,1135,00001,1135,1,01,N,
139,화성산업,002460,KR7002460004,0,13880,7480,10680,00001,10680,1,01,N,
140,조흥,002600,KR7002600005,0,244500,131900,188300,00001,188300,1,01,N,
141,제일파마홀딩스,002620,KR7002620003,0,14220,7660,10940,00001,10940,1,01,N,
142,오리엔트바이오,002630,KR7002630002,0,825,445,635,00001,635,1,01,N,
143,동일제강,002690,KR7002690006,0,2495,1344,1920,00001,1920,1,01,N,
144,신일전자,002700,KR7002700003,0,2265,1221,1744,00001,1744,1,01,N,
145,TCC스틸,002710,KR7002710002,0,73400,39600,56500,00001,56500,1,01,N,
146,국제약품,002720,KR7002720001,0,5230,2825,4030,00001,4030,1,01,N,
147,보락,002760,KR7002760007,0,1920,1034,1477,00001,1477,1,01,N,
148,진흥기업,002780,KR7002780005,0,1547,833,1190,00001,1190,1,01,N,
149,진흥기업우B,002785,KR7002781003,0,5590,3010,4300,00001,4300,1,01,N,
150,진흥기업2우B,002787,KR7002782001,0,14360,7740,11050,00001,11050,1,01,N,
151,아모레G,002790,KR7002790004,0,42750,23050,32900,00001,32900,1,01,N,
152,아모레G우,002795,KR7002791002,0,14070,7590,10830,00001,10830,1,01,N,
153,아모레G3우(전환),00279K,KR700279K010,0,29550,15950,22750,00001,22750,1,01,N,
154,삼영무역,002810,KR7002810000,0,16270,8770,12520,00001,12520,1,01,N,
155,SUN&L,002820,KR7002820009,0,3415,1845,2630,00001,2630,1,01,N,
156,미원상사,002840,KR7002840007,0,211000,113900,162600,00001,162600,1,01,N,
157,신풍,002870,KR7002870004,0,1129,609,869,00001,869,1,01,N,
158,대유에이텍,002880,KR7002880003,0,677,365,521,00001,521,1,01,N,
159,TYM,002900,KR7002900009,0,8000,4320,6160,00001,6160,1,01,N,
160,유성기업,002920,KR7002920007,0,3845,2075,2960,00001,2960,1,01,N,
161,한국쉘석유,002960,KR7002960003,0,297500,160500,229000,00001,229000,1,01,N,
162,금호건설,002990,KR7002990000,0,6820,3680,5250,00001,5250,1,01,N,
163,금호건설우,002995,KR7002991008,0,19950,10750,15350,00001,15350,1,01,N,
164,부광약품,003000,KR7003000007,0,8690,4690,6690,00001,6690,1,01,N,
165,혜인,003010,KR7003010006,0,7720,4160,5940,00001,5940,1,01,N,
166,세아제강지주,003030,KR7003030004,0,248500,134000,191300,00001,191300,1,01,N,
167,에이프로젠바이오로직,003060,KR7003060001,0,604,326,465,00001,465,1,01,N,
168,코오롱글로벌,003070,KR7003070000,0,16410,8850,12630,00001,12630,1,01,N,
169,코오롱글로벌우,003075,KR7003071008,0,27950,15050,21500,00001,21500,1,01,N,
170,성보화학,003080,KR7003080009,0,3815,2055,2935,00001,2935,1,01,N,
171,대웅,003090,KR7003090008,0,17690,9530,13610,00001,13610,1,01,N,
172,일성신약,003120,KR7003120003,0,28400,15300,21850,00001,21850,1,01,N,
173,디아이,003160,KR7003160009,0,10340,5580,7960,00001,7960,1,01,N,
174,일신방직,003200,KR7003200003,0,12380,6680,9530,00001,9530,1,01,N,
175,대원제약,003220,KR7003220001,0,21300,11480,16400,00001,16400,1,01,N,
176,삼양식품,003230,KR7003230000,0,261000,141000,201000,00001,201000,1,01,N,
177,태광산업,003240,KR7003240009,0,773000,417000,595000,00001,595000,1,01,N,
178,흥아해운,003280,KR7003280005,0,2355,1270,1813,00001,1813,1,01,N,
179,한일홀딩스,003300,KR7003300001,0,14460,7800,11130,00001,11130,1,01,N,
180,한국화장품제조,003350,KR7003350006,0,40450,21850,31150,00001,31150,1,01,N,
181,쌍용C&E,003410,KR7003410008,0,7200,3880,5540,00001,5540,1,01,N,
182,유화증권,003460,KR7003460003,0,2930,1580,2255,00001,2255,1,01,N,
183,유화증권우,003465,KR7003461001,0,3045,1645,2345,00001,2345,1,01,N,
184,유안타증권,003470,KR7003470002,0,3300,1780,2540,00001,2540,1,01,N,
185,유안타증권우,003475,KR7003471000,0,3320,1790,2555,00001,2555,1,01,N,
186,한진중공업홀딩스,003480,KR7003480001,0,4470,2410,3440,00001,3440,1,01,N,
187,대한항공,003490,KR7003490000,0,29700,16000,22850,00001,22850,1,01,N,
188,대한항공우,003495,KR7003491008,0,34250,18450,26350,00001,26350,1,01,N,
189,영진약품,003520,KR7003520004,0,3390,1830,2610,00001,2610,1,01,N,
190,한화투자증권,003530,KR7003530003,0,3230,1740,2485,00001,2485,1,01,N,
191,한화투자증권우,003535,KR7003531001,0,5410,2920,4165,00001,4165,1,01,N,
192,대신증권,003540,KR7003540002,0,18520,9980,14250,00001,14250,1,01,N,
193,대신증권우,003545,KR7003541000,0,17550,9450,13500,00001,13500,1,01,N,
194,대신증권2우B,003547,KR7003542008,0,16620,8960,12790,00001,12790,1,01,N,
195,LG,003550,KR7003550001,0,109800,59200,84500,00001,84500,1,01,N,
196,LG우,003555,KR7003551009,0,80800,43600,62200,00001,62200,1,01,N,
197,IHQ,003560,KR7003560000,0,310,168,239,00001,239,1,01,N,
198,SNT다이내믹스,003570,KR7003570009,0,14140,7620,10880,00001,10880,1,01,N,
199,HLB글로벌,003580,KR7003580008,0,5040,2720,3880,00001,3880,1,01,N,
200,방림,003610,KR7003610003,0,2745,1485,2115,00001,2115,1,01,N,
201,KG모빌리티,003620,KR7003620002,0,11510,6210,8860,00001,8860,1,01,N,
202,미창석유,003650,KR7003650009,0,92100,49700,70900,00001,70900,1,01,N,
203,포스코퓨처엠,003670,KR7003670007,0,587000,316500,452000,00001,452000,1,01,N,
204,한성기업,003680,KR7003680006,0,6860,3700,5280,00001,5280,1,01,N,
205,코리안리,003690,KR7003690005,0,10170,5490,7830,00001,7830,1,01,N,
206,삼영,003720,KR7003720000,0,6810,3670,5240,00001,5240,1,01,N,
207,진양산업,003780,KR7003780004,0,8460,4560,6510,00001,6510,1,01,N,
208,대한화섬,003830,KR7003830007,0,136500,73500,105000,00001,105000,1,01,N,
209,보령,003850,KR7003850005,0,12540,6760,9650,00001,9650,1,01,N,
210,남양유업,003920,KR7003920006,0,597000,322000,459500,00001,459500,1,01,N,
211,남양유업우,003925,KR7003921004,0,317000,171000,244000,00001,244000,1,01,N,
212,사조대림,003960,KR7003960002,0,36450,19650,28050,00001,28050,1,01,N,
213,롯데정밀화학,004000,KR7004000006,0,78900,42500,60700,00001,60700,1,01,N,
214,현대제철,004020,KR7004020004,0,50800,27400,39100,00001,39100,1,01,N,
215,SG세계물산,004060,KR7004060000,0,626,338,482,00001,482,1,01,N,
216,신흥,004080,KR7004080008,0,18200,9800,14000,00001,14000,1,01,N,
217,한국석유,004090,KR7004090007,0,13190,7110,10150,00001,10150,1,01,N,
218,태양금속,004100,KR7004100004,0,5110,2755,3935,00001,3935,1,01,N,
219,태양금속우,004105,KR7004101002,0,8060,4340,6200,00001,6200,1,01,N,
220,동방,004140,KR7004140000,0,2700,1460,2080,00001,2080,1,01,N,
221,한솔홀딩스,004150,KR7004150009,0,3710,2000,2855,00001,2855,1,01,N,
222,신세계,004170,KR7004170007,0,273000,147000,210000,00001,210000,1,01,N,
223,NPC,004250,KR7004250007,0,7630,4110,5870,00001,5870,1,01,N,
224,NPC우,004255,KR7004251005,0,3795,2045,2920,00001,2920,1,01,N,
225,남성,004270,KR7004270005,0,2975,1605,2290,00001,2290,1,01,N,
226,현대약품,004310,KR7004310009,0,5150,2780,3965,00001,3965,1,01,N,
227,세방,004360,KR7004360004,0,15690,8450,12070,00001,12070,1,01,N,
228,세방우,004365,KR7004361002,0,8870,4790,6830,00001,6830,1,01,N,
229,농심,004370,KR7004370003,0,598000,322500,460500,00001,460500,1,01,N,
230,삼익THK,004380,KR7004380002,0,17220,9280,13250,00001,13250,1,01,N,
231,서울식품,004410,KR7004410007,0,257,139,198,00001,198,1,01,N,
232,서울식품우,004415,KR7004411005,0,2325,1253,1790,00001,1790,1,01,N,
233,송원산업,004430,KR7004430005,0,23650,12770,18230,00001,18230,1,01,N,
234,삼일씨엔에스,004440,KR7004440004,0,5700,3070,4385,00001,4385,1,01,N,
235,삼화왕관,004450,KR7004450003,0,43050,23250,33150,00001,33150,1,01,N,
236,세방전지,004490,KR7004490009,0,82900,44700,63800,00001,63800,1,01,N,
237,깨끗한나라,004540,KR7004540001,0,2870,1550,2210,00001,2210,1,01,N,
238,깨끗한나라우,004545,KR7004541009,0,19260,10380,14820,00001,14820,1,01,N,
239,현대비앤지스틸,004560,KR7004560009,0,17350,9350,13350,00001,13350,1,01,N,
240,삼천리,004690,KR7004690004,0,138300,74500,106400,00001,106400,1,01,N,
241,조광피혁,004700,KR7004700001,0,66500,35900,51200,00001,51200,1,01,N,
242,한솔테크닉스,004710,KR7004710000,0,8500,4580,6540,00001,6540,1,01,N,
243,팜젠사이언스,004720,KR7004720009,0,7940,4280,6110,00001,6110,1,01,N,
244,써니전자,004770,KR7004770004,0,3200,1730,2465,00001,2465,1,01,N,
245,효성,004800,KR7004800009,0,82600,44600,63600,00001,63600,1,01,N,
246,덕성,004830,KR7004830006,0,10400,5600,8000,00001,8000,1,01,N,
247,덕성우,004835,KR7004831004,0,9210,4970,7090,00001,7090,1,01,N,
248,DRB동일,004840,KR7004840005,0,6940,3740,5340,00001,5340,1,01,N,
249,티웨이홀딩스,004870,KR7004870002,0,694,374,534,00001,534,1,01,N,
250,동일산업,004890,KR7004890000,0,74300,40100,57200,00001,57200,1,01,N,
251,조광페인트,004910,KR7004910006,0,8770,4730,6750,00001,6750,1,01,N,
252,씨아이테크,004920,KR7004920005,0,2960,1600,2280,00001,2280,1,01,N,
253,한신공영,004960,KR7004960001,0,9590,5170,7380,00001,7380,1,01,N,
254,신라교역,004970,KR7004970000,0,11180,6020,8600,00001,8600,1,01,N,
255,성신양회,004980,KR7004980009,0,11760,6340,9050,00001,9050,1,01,N,
256,성신양회우,004985,KR7004981007,0,16130,8690,12410,00001,12410,1,01,N,
257,롯데지주,004990,KR7004990008,0,32400,17500,24950,00001,24950,1,01,N,
258,롯데지주우,00499K,KR700499K014,0,47750,25750,36750,00001,36750,1,01,N,
259,휴스틸,005010,KR7005010004,0,6420,3460,4940,00001,4940,1,01,N,
260,부산주공,005030,KR7005030002,0,631,341,486,00001,486,1,01,N,
261,코스모신소재,005070,KR7005070008,0,213000,115000,164200,00001,164200,1,01,N,
262,SGC에너지,005090,KR7005090006,0,32850,17750,25300,00001,25300,1,01,N,
263,한창,005110,KR7005110002,0,452,244,348,00001,348,1,01,N,
264,빙그레,005180,KR7005180005,0,69400,37400,53400,00001,53400,1,01,N,
265,녹십자홀딩스,005250,KR7005250006,0,17750,9570,13660,00001,13660,1,01,N,
266,녹십자홀딩스2우,005257,KR7005252002,0,37500,20200,28850,00001,28850,1,01,N,
267,롯데칠성,005300,KR7005300009,0,167800,90400,129100,00001,129100,1,01,N,
268,롯데칠성우,005305,KR7005301007,0,86300,46500,66400,00001,66400,1,01,N,
269,국동,005320,KR7005320007,0,1131,609,870,00001,870,1,01,N,
270,모나미,005360,KR7005360003,0,4840,2610,3725,00001,3725,1,01,N,
271,현대차,005380,KR7005380001,0,242500,130700,186600,00001,186600,1,01,N,
272,현대차우,005385,KR7005381009,0,131400,70800,101100,00001,101100,1,01,N,
273,현대차2우B,005387,KR7005382007,0,132700,71500,102100,00001,102100,1,01,N,
274,현대차3우B,005389,KR7005383005,0,130200,70200,100200,00001,100200,1,01,N,
275,신성통상,005390,KR7005390000,0,2500,1349,1926,00001,1926,1,01,N,
276,코스모화학,005420,KR7005420005,0,59500,32100,45800,00001,45800,1,01,N,
277,한국공항,005430,KR7005430004,0,52500,28350,40450,00001,40450,1,01,N,
278,현대지에프홀딩스,005440,KR7005440003,0,4760,2570,3665,00001,3665,1,01,N,
279,POSCO홀딩스,005490,KR7005490008,0,776000,418000,597000,00001,597000,1,01,N,
280,삼진제약,005500,KR7005500004,0,28600,15400,22000,00001,22000,1,01,N,
281,SPC삼립,005610,KR7005610001,0,86900,46900,66900,00001,66900,1,01,N,
282,삼영전자,005680,KR7005680004,0,11310,6090,8700,00001,8700,1,01,N,
283,파미셀,005690,KR7005690003,0,8840,4760,6800,00001,6800,1,01,N,
284,넥센,005720,KR7005720008,0,5470,2950,4210,00001,4210,1,01,N,
285,넥센우,005725,KR7005721006,0,3825,2065,2945,00001,2945,1,01,N,
286,크라운해태홀딩스,005740,KR7005740006,0,7930,4270,6100,00001,6100,1,01,N,
287,크라운해태홀딩스우,005745,KR7005741004,0,14320,7720,11020,00001,11020,1,01,N,
288,대림B&Co,005750,KR7005750005,0,4840,2610,3725,00001,3725,1,01,N,
289,신영와코루,005800,KR7005800008,0,12440,6700,9570,00001,9570,1,01,N,
290,풍산홀딩스,005810,KR7005810007,0,45500,24500,35000,00001,35000,1,01,N,
291,원림,005820,KR7005820006,0,27800,15000,21400,00001,21400,1,01,N,
292,DB손해보험,005830,KR7005830005,0,105300,56700,81000,00001,81000,1,01,N,
293,에스엘,005850,KR7005850003,0,46050,24850,35450,00001,35450,1,01,N,
294,휴니드,005870,KR7005870001,0,7050,3810,5430,00001,5430,1,01,N,
295,대한해운,005880,KR7005880000,0,2330,1258,1796,00001,1796,1,01,N,
296,삼성전자,005930,KR7005930003,0,91900,49500,70700,00001,70700,1,01,N,
297,삼성전자우,005935,KR7005931001,0,74800,40400,57600,00001,57600,1,01,N,
298,NH투자증권,005940,KR7005940002,0,13260,7140,10200,00001,10200,1,01,N,
299,NH투자증권우,005945,KR7005941000,0,12550,6770,9660,00001,9660,1,01,N,
300,이수화학,005950,KR7005950001,0,24800,13370,19090,00001,19090,1,01,N,
301,동부건설,005960,KR7005960000,0,8390,4530,6460,00001,6460,1,01,N,
302,동부건설우,005965,KR7005961008,0,35650,19250,27450,00001,27450,1,01,N,
303,동원산업,006040,KR7006040000,0,44650,24050,34350,00001,34350,1,01,N,
304,화승인더,006060,KR7006060008,0,4660,2510,3585,00001,3585,1,01,N,
305,사조오양,006090,KR7006090005,0,11020,5940,8480,00001,8480,1,01,N,
306,삼아알미늄,006110,KR7006110001,0,136300,73500,104900,00001,104900,1,01,N,
307,SK디스커버리,006120,KR7006120000,0,52600,28350,40500,00001,40500,1,01,N,
308,SK디스커버리우,006125,KR7006121008,0,39300,21200,30250,00001,30250,1,01,N,
309,한국전자홀딩스,006200,KR7006200000,0,1371,739,1055,00001,1055,1,01,N,
310,제주은행,006220,KR7006220008,0,11590,6250,8920,00001,8920,1,01,N,
311,LS,006260,KR7006260004,0,130600,70400,100500,00001,100500,1,01,N,
312,녹십자,006280,KR7006280002,0,145700,78500,112100,00001,112100,1,01,N,
313,대원전선,006340,KR7006340004,0,1485,801,1143,00001,1143,1,01,N,
314,대원전선우,006345,KR7006341002,0,2990,1610,2300,00001,2300,1,01,N,
315,GS건설,006360,KR7006360002,0,19090,10290,14690,00001,14690,1,01,N,
316,대구백화점,006370,KR7006370001,0,15860,8540,12200,00001,12200,1,01,N,
317,카프로,006380,KR7006380000,0,1251,675,963,00001,963,1,01,N,
318,한일현대시멘트,006390,KR7006390009,0,21700,11710,16720,00001,16720,1,01,N,
319,삼성SDI,006400,KR7006400006,0,800000,432000,616000,00001,616000,1,01,N,
320,삼성SDI우,006405,KR7006401004,0,386500,208500,297500,00001,297500,1,01,N,
321,인스코비,006490,KR7006490007,0,1593,859,1226,00001,1226,1,01,N,
322,대림통상,006570,KR7006570006,0,4485,2415,3450,00001,3450,1,01,N,
323,대한유화,006650,KR7006650006,0,179100,96500,137800,00001,137800,1,01,N,
324,삼성공조,006660,KR7006660005,0,12640,6820,9730,00001,9730,1,01,N,
325,영풍제지,006740,KR7006740005,0,62800,33850,48350,00001,48350,1,01,N,
326,미래에셋증권,006800,KR7006800007,0,8730,4710,6720,00001,6720,1,01,N,
327,미래에셋증권우,006805,KR7006801005,0,4745,2555,3650,00001,3650,1,01,N,
328,미래에셋증권2우B,00680K,KR700680K019,0,4615,2485,3550,00001,3550,1,01,N,
